coverage_before,coverage_after,redundancy_before,redundancy_after,mean_nearest_distance_before_km,mean_nearest_distance_after_km,coverage_delta,redundancy_delta,mean_nearest_distance_delta_km
0.3516666666666667,0.3311897106109325,2.843601895734597,3.0194174757281553,5.731960967279989,5.834994683224341,-0.020476956055734186,0.17581557999355812,0.10303371594435173
