ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region,Days_Checked,Suspect_Days,Suspect_%,Likely_Malfunctioning,Malfunction_Score,Event,Period
US1SCBF0068,32.4279,-80.6378,BEAUFORT 3.0 E,11,4,36.36,6.081832048091187,Coastal,7,3,42.86,True,39.61,Ian,After
US1SCBF0080,32.4052,-80.6993,BEAUFORT 1.6 SSW,11,3,27.27,3.1106470242235664,Coastal,8,4,50.0,True,38.64,Ian,After
US1SCBF0091,32.4286,-80.6423,BEAUFORT 2.7 E,11,11,100.0,5.577421112689947,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBF0092,32.2441,-80.8686,BLUFFTON 0.7 NNW,11,0,0.0,24.410726868557187,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBF0093,32.4131,-80.7601,BEAUFORT 4.2 WSW,11,2,18.18,3.906469347845119,Coastal,9,2,22.22,True,20.2,Ian,After
US1SCBF0094,32.4754,-80.6794,BEAUFORT 3.5 N,11,10,90.91,3.1774575353774326,Coastal,1,0,0.0,True,45.46,Ian,After
US1SCBF0096,32.3782,-80.4416,SAINT HELENA 7.0 E,11,0,0.0,28.883113994584235,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBF0097,32.4675,-80.6296,BEAUFORT 4.5 NE,11,2,18.18,7.1917914671520755,Coastal,9,3,33.33,True,25.76,Ian,After
US1SCBF0098,32.4653,-80.8019,BEAUFORT 7.1 WNW,11,0,0.0,5.326756257023084,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBF0099,32.1775,-80.724,HILTON HEAD ISLAND 1.8 SE,11,11,100.0,32.75839498310471,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBF0100,32.2412,-80.8143,HILTON HEAD ISLAND 5.1 NW,11,0,0.0,26.714933452027598,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBF0104,32.2431,-80.8034,HILTON HEAD ISLAND 4.7 NW,11,3,27.27,26.082519601239355,Coastal,8,2,25.0,True,26.14,Ian,After
US1SCBF0111,32.3136,-80.4924,FRIPP ISLAND 0.5 WSW,11,5,45.45,27.7485221102594,Coastal,6,0,0.0,True,22.72,Ian,After
US1SCBF0112,32.4078,-80.5275,ST HELENA ISLAND 2.8 NE,11,0,0.0,18.62129281746979,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBF0113,32.2207,-80.9881,BLUFFTON 7.4 W,11,8,72.73,15.278270561312246,Coastal,3,1,33.33,True,53.03,Ian,After
US1SCBF0114,32.2117,-80.86,BLUFFTON 1.7 S,11,0,0.0,22.100895241773834,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBF0116,32.2723,-80.9725,BLUFFTON 6.9 WNW,11,11,100.0,21.50664457546159,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBF0117,32.2236,-80.6716,HILTON HEAD ISLAND 4.7 ENE,11,0,0.0,27.052282654121196,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBF0119,32.3925,-80.7373,BEAUFORT 3.6 SW,11,2,18.18,5.080848572382804,Coastal,9,3,33.33,True,25.76,Ian,After
US1SCBF0120,32.514,-80.7304,BEAUFORT 6.5 NNW,11,0,0.0,3.2749971847179697,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBF0122,32.4567,-80.6396,BEAUFORT 3.6 NE,11,5,45.45,5.727499053177983,Coastal,6,1,16.67,True,31.06,Ian,After
US1SCBF0123,32.3385,-80.918,OKATIE 3.5 NE,11,0,0.0,23.81335343294274,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBF0124,32.3829,-80.6943,PORT ROYAL 0.1 W,11,0,0.0,6.0341736453259225,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBF0126,32.274,-80.9775,BLUFFTON 7.2 WNW,11,11,100.0,21.253450795032002,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0008,32.9459,-80.0084,HANAHAN 1.1 N,11,11,100.0,0.254258225604422,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0017,33.0011,-80.0766,GOOSE CREEK 4.6 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0029,33.4249,-80.0267,PINEVILLE 0.3 SSE,11,10,90.91,48.53675494238443,Coastal,1,1,100.0,True,95.46,Ian,After
US1SCBK0038,33.1987,-79.9377,MONCKS CORNER 3.6 E,11,1,9.09,22.782752253316875,Coastal,10,3,30.0,True,19.55,Ian,After
US1SCBK0046,33.0775,-80.2177,SUMMERVILLE 5.5 NNW,11,0,0.0,0.9514051996660583,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBK0048,32.8473,-79.9032,DANIEL ISLAND 1.0 SE,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBK0055,33.0676,-79.9747,MONCKS CORNER 8.9 S,11,4,36.36,8.662956050426166,Coastal,7,1,14.29,True,25.32,Ian,After
US1SCBK0056,33.1923,-79.9865,MONCKS CORNER 0.8 ESE,11,0,0.0,19.32732777278455,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBK0059,33.4062,-79.919,ST. STEPHEN 0.4 ENE,11,11,100.0,48.64119643275895,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0061,32.8514,-79.9123,CHARLESTON 6.6 NE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0063,33.1056,-80.1635,SUMMERVILLE 7.1 N,11,0,0.0,4.842675867689324,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0065,33.0188,-80.047,GOOSE CREEK 3.5 NW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0067,32.842,-79.9111,DANIEL ISLAND 1.4 S,11,6,54.55,0.0,Coastal,5,3,60.0,True,57.28,Ian,After
US1SCBK0068,33.0319,-80.1324,SUMMERVILLE 3.3 NE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0071,33.0038,-80.0626,GOOSE CREEK 3.9 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0077,33.0717,-80.147,SUMMERVILLE 5.0 NNE,11,9,81.82,0.3884164724825497,Coastal,2,2,100.0,True,90.91,Ian,After
US1SCBK0079,32.8865,-79.8945,CHARLESTON 9.1 NE,11,0,0.0,2.0335301258428373,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBK0081,33.2066,-80.0158,MONCKS CORNER 1.2 NW,11,6,54.55,20.09333953271257,Coastal,5,0,0.0,True,27.28,Ian,After
US1SCBK0082,33.1254,-80.0263,MONCKS CORNER 5.1 SSW,11,0,0.0,9.40924302782817,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0085,32.9156,-79.9846,HANAHAN 1.7 SE,11,0,0.0,0.0,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBK0086,32.9842,-79.7998,HUGER 7.7 S,11,0,0.0,15.13815523190398,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCBK0087,33.014,-80.1088,LADSON 0.4 NNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBK0088,33.1885,-80.0127,MONCKS CORNER 0.9 WSW,11,0,0.0,17.852343547848392,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0091,33.036,-80.0762,GOOSE CREEK 5.6 NW,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCBK0094,33.0605,-80.1045,SUMMERVILLE 5.8 NE,11,0,0.0,0.08264933225030478,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCBK0097,32.9038,-79.8947,CHARLESTON 10.0 NE,11,11,100.0,3.5477826550905682,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCBM0001,33.3392,-81.1805,DENMARK 2.8 WNW,11,0,0.0,36.45957195646485,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBM0006,33.096,-81.0108,EHRHARDT 0.2 SE,11,0,0.0,51.86019914164173,Rural,11,1,9.09,False,4.54,Ian,After
US1SCBM0009,33.3465,-81.1326,DENMARK 2.0 N,11,2,18.18,31.52545913180065,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCBW0003,33.2367,-81.3857,BARNWELL 1.2 WSW,11,0,0.0,28.080629377038168,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCBW0006,33.175,-81.3522,BARNWELL 4.6 S,11,6,54.55,34.50045091764197,Coastal,5,1,20.0,True,37.28,Ian,After
US1SCCA0001,33.6874,-80.7301,ST. MATTHEWS 3.2 ENE,11,9,81.82,20.03193643801022,Coastal,2,1,50.0,True,65.91,Ian,After
US1SCCA0002,33.8097,-81.009,GASTON 5.3 E,11,11,100.0,15.534381932309246,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCA0016,33.719,-80.9188,ST. MATTHEWS 9.0 WNW,11,11,100.0,21.034553217809822,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCA0019,33.6853,-80.9773,NORTH 8.6 ENE,11,10,90.91,20.188761768260896,Coastal,1,1,100.0,True,95.46,Ian,After
US1SCCA0020,33.6817,-80.6561,ST MATTHEWS 7.1 E,11,11,100.0,24.79567589204978,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCA0021,33.5284,-80.6505,ELLOREE 4.5 W,11,0,0.0,19.184324702333967,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCD0002,33.5744,-80.2205,MANNING 8.2 S,11,11,100.0,46.84402967436182,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCD0006,33.6698,-80.1995,MANNING 1.9 SSE,11,3,27.27,35.865123056297676,Coastal,8,2,25.0,True,26.14,Ian,After
US1SCCD0017,33.5108,-80.4259,SUMMERTON 7.6 SW,11,0,0.0,44.1918173902312,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCD0019,33.5522,-80.2342,SUMMERTON 7.6 ESE,11,0,0.0,49.271038120730985,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCL0003,32.9439,-80.6812,WALTERBORO 3.0 NNW,11,0,0.0,50.72161224558604,Rural,11,2,18.18,False,9.09,Ian,After
US1SCCL0005,33.089,-80.814,SMOAKS 0.1 ESE,11,0,0.0,51.002237507891735,Rural,11,3,27.27,True,13.64,Ian,After
US1SCCL0009,33.0271,-80.9871,LODGE 3.4 SW,11,0,0.0,60.079081148422205,Rural,11,1,9.09,False,4.54,Ian,After
US1SCCL0014,32.7134,-80.6087,GREEN POND 1.3 S,11,0,0.0,32.89776943667627,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCL0016,32.8947,-80.5661,COTTAGEVILLE 5.8 WSW,11,0,0.0,39.94174767833694,Coastal,11,4,36.36,True,18.18,Ian,After
US1SCCL0017,32.9799,-80.4947,COTTAGEVILLE 3.1 NNW,11,0,0.0,29.517261990097207,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCL0027,32.7262,-80.6932,GREEN POND 4.6 W,11,11,100.0,31.390241722730597,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCL0028,33.0658,-80.5371,GROVER 4.4 SE,11,0,0.0,34.200574069672136,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCL0031,32.4817,-80.3372,EDISTO BEACH 1.2 WSW,11,1,9.09,39.529357720049084,Coastal,10,2,20.0,True,14.54,Ian,After
US1SCCL0037,33.0014,-80.6252,WALTERBORO 7.4 NNE,11,0,0.0,43.89830279704225,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0004,32.8117,-79.8336,MOUNT PLEASANT 1.9 ESE,11,8,72.73,0.0,Coastal,3,0,0.0,True,36.36,Ian,After
US1SCCR0010,33.0845,-79.4636,MCCLELLANVILLE 0.2 ESE,11,0,0.0,41.689051400879826,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0013,32.7264,-79.9587,CHARLESTON 4.6 SSE,11,0,0.0,1.0359182343773348,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0022,32.8066,-80.0827,CHARLESTON 5.2 WNW,11,0,0.0,0.9958932176716434,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0026,32.8567,-79.8058,MOUNT PLEASANT 4.1 NE,11,3,27.27,0.7736443543642646,Coastal,8,3,37.5,True,32.38,Ian,After
US1SCCR0030,32.9591,-80.0606,NORTH CHARLESTON 3.5 N,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0032,32.7011,-80.2937,MEGGETT 1.8 W,11,0,0.0,27.885720099980066,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0033,33.0835,-79.4599,MCCLELLANVILLE 0.5 ESE,11,1,9.09,41.65859546420657,Coastal,10,2,20.0,True,14.54,Ian,After
US1SCCR0034,32.9322,-80.0736,NORTH CHARLESTON 2.6 NW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0036,32.7398,-79.9314,FOLLY BEACH 4.5 N,11,2,18.18,3.5935373657782117,Coastal,9,2,22.22,True,20.2,Ian,After
US1SCCR0042,32.8103,-79.9569,CHARLESTON 2.8 NE,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0049,32.8949,-80.0273,NWS CHARLESTON SC,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0057,32.8794,-79.9899,NORTH CHARLESTON 3.5 ESE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0060,32.7177,-79.9455,CHARLESTON 5.4 SSE,11,0,0.0,2.7372207299688465,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0063,32.8915,-79.9834,NORTH CHARLESTON 3.5 ESE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0069,32.8965,-79.7962,MOUNT PLEASANT 6.4 NE,11,2,18.18,3.892159895576214,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0074,32.7216,-80.0088,JOHNS ISLAND 1.8 NE,11,0,0.0,3.14869093345802,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0078,32.8919,-79.9904,NORTH CHARLESTON 3.1 ESE,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0083,32.6288,-80.0406,KIAWAH ISLAND 1.5 NE,11,11,100.0,15.182884883638508,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0085,32.7979,-79.8442,MOUNT PLEASANT 2.1 SSE,11,9,81.82,1.164840925712102,Coastal,2,1,50.0,True,65.91,Ian,After
US1SCCR0087,32.8257,-79.9835,CHARLESTON 2.9 NNE,11,2,18.18,0.0,Coastal,9,3,33.33,True,25.76,Ian,After
US1SCCR0089,32.7649,-79.9762,CHARLESTON 1.7 SE,11,6,54.55,0.0,Coastal,5,1,20.0,True,37.28,Ian,After
US1SCCR0092,32.7884,-80.2565,RAVENEL 2.0 WNW,11,2,18.18,20.47429805925365,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0096,32.7449,-79.9186,CHARLESTON 5.2 ESE,11,0,0.0,4.138909045524535,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0097,32.8097,-80.0746,CHARLESTON 5.0 WNW,11,0,0.0,0.042404390803152954,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0098,32.6299,-80.1951,WADMALAW ISLAND 2.3 SSW,11,3,27.27,25.5634957080229,Coastal,8,1,12.5,False,19.88,Ian,After
US1SCCR0099,32.8195,-79.8809,MOUNT PLEASANT 1.0 WSW,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0105,32.7523,-80.2403,HOLLYWOOD 2.3 W,11,2,18.18,19.889425719788,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0112,32.902,-79.7882,MOUNT PLEASANT 7.0 NE,11,0,0.0,4.973549397499369,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0113,32.8821,-79.8284,MOUNT PLEASANT 4.6 NNE,11,4,36.36,1.6507101049576174,Coastal,7,2,28.57,True,32.47,Ian,After
US1SCCR0114,32.7516,-79.8998,CHARLESTON 5.9 ESE,11,4,36.36,5.222763639110432,Coastal,7,1,14.29,True,25.32,Ian,After
US1SCCR0115,32.5456,-80.2435,EDISTO ISLAND 3.6 E,11,2,18.18,37.78707222772185,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0116,32.7889,-80.0495,CHARLESTON 3.2 W,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0123,32.8281,-79.9863,CHARLESTON 3.0 N,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0131,32.8466,-79.8735,MOUNT PLEASANT 1.7 NNW,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0138,32.7841,-79.9893,CHARLESTON 0.3 ESE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0142,32.8491,-80.0276,NORTH CHARLESTON 4.0 SSE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0144,32.8472,-79.8665,MOUNT PLEASANT 1.7 N,11,0,0.0,0.0,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCCR0146,32.8983,-79.7536,MOUNT PLEASANT 8.2 NE,11,1,9.09,7.524420602560625,Coastal,10,1,10.0,False,9.54,Ian,After
US1SCCR0148,32.8224,-79.8577,MOUNT PLEASANT 0.4 E,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0149,33.0044,-80.1347,SUMMERVILLE 2.6 E,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0151,32.8303,-80.091,CHARLESTON 6.4 WNW,11,0,0.0,1.8544216877425013,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0152,32.7914,-79.9429,CHARLESTON 3.0 E,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0153,32.5281,-80.3148,EDISTO BEACH 2.7 N,11,0,0.0,43.08243089829778,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0154,32.6042,-80.0715,KIAWAH ISLAND 1.0 SW,11,0,0.0,19.799579462549953,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCCR0155,32.5554,-80.3682,EDISTO BEACH 5.4 NNW,11,1,9.09,38.51760946503274,Coastal,10,2,20.0,True,14.54,Ian,After
US1SCCR0159,32.7929,-79.8913,MOUNT PLEASANT 2.6 SW,11,9,81.82,0.0,Coastal,2,0,0.0,True,40.91,Ian,After
US1SCCR0161,32.7994,-79.8651,MOUNT PLEASANT 1.6 S,11,0,0.0,0.05945161917833847,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0162,32.7236,-80.2956,HOLLYWOOD 5.8 WSW,11,0,0.0,26.925266668322518,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0164,32.8332,-80.0367,CHARLESTON 4.1 NW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0166,32.8014,-79.7564,ISLE OF PALMS 0.1 E,11,0,0.0,7.49464562696782,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0173,32.8414,-80.0864,CHARLESTON 6.6 NW,11,0,0.0,1.335029099636865,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0178,32.7875,-80.0435,CHARLESTON 2.9 W,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0179,32.9019,-79.8148,MOUNT PLEASANT 6.1 NNE,11,7,63.64,4.16130064185957,Coastal,4,0,0.0,True,31.82,Ian,After
US1SCCR0180,32.8019,-79.8825,MOUNT PLEASANT 1.8 SW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0183,32.8323,-80.035,CHARLESTON 4.0 NW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0187,32.713,-80.1421,JOHNS ISLAND 6.4 W,11,0,0.0,13.341745223529385,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0189,32.6257,-80.1214,KIAWAH RIVER 3.5 W,11,4,36.36,20.976980204212243,Coastal,7,2,28.57,True,32.47,Ian,After
US1SCCR0192,32.8938,-79.7652,MOUNT PLEASANT 7.5 NE,11,2,18.18,6.1073022901657374,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0194,32.7621,-80.0006,CHARLESTON 1.6 SSW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0197,32.8176,-79.886,MOUNT PLEASANT 1.3 WSW,11,0,0.0,0.0,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCCR0199,32.5979,-80.1113,KIAWAH ISLAND 3.1 WSW,11,2,18.18,23.026742374694717,Coastal,9,3,33.33,True,25.76,Ian,After
US1SCCR0204,32.8515,-79.8592,MOUNT PLEASANT 2.0 N,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0205,32.8098,-80.0946,CHARLESTON 6.1 WNW,11,0,0.0,2.268700545918099,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0206,32.8302,-79.8411,MOUNT PLEASANT 1.4 ENE,11,1,9.09,0.0,Coastal,10,1,10.0,False,9.54,Ian,After
US1SCCR0208,32.8407,-79.812,MOUNT PLEASANT 3.2 ENE,11,11,100.0,0.10897412738395948,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0210,32.8183,-80.0466,CHARLESTON 3.8 NW,11,0,0.0,0.0,Coastal,11,4,36.36,True,18.18,Ian,After
US1SCCR0212,32.8991,-79.9889,NORTH CHARLESTON 3.1 E,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0214,32.5605,-80.339,EDISTO BEACH 5.1 NNW,11,2,18.18,41.79248600019956,Coastal,9,2,22.22,True,20.2,Ian,After
US1SCCR0217,32.6785,-80.1181,WADMALAW ISLAND 3.6 ENE,11,5,45.45,15.591191315386672,Coastal,6,0,0.0,True,22.72,Ian,After
US1SCCR0218,32.7147,-80.0875,JOHNS ISLAND 3.3 WNW,11,0,0.0,9.823748735618938,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0220,32.7316,-79.9224,CHARLESTON 5.6 SE,11,10,90.91,5.0693248605935946,Coastal,1,1,100.0,True,95.46,Ian,After
US1SCCR0221,32.5775,-80.1753,SEABROOK ISLAND 0.2 S,11,2,18.18,29.724250535417593,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0225,32.9037,-79.7626,MOUNT PLEASANT 8.1 NE,11,1,9.09,7.088677188340793,Coastal,10,3,30.0,True,19.55,Ian,After
US1SCCR0226,32.8192,-80.0076,CHARLESTON 2.5 NNW,11,8,72.73,0.0,Coastal,3,3,100.0,True,86.36,Ian,After
US1SCCR0227,32.8197,-80.0482,CHARLESTON 4.0 NW,11,0,0.0,0.0,Coastal,11,4,36.36,True,18.18,Ian,After
US1SCCR0228,32.6993,-80.1236,WADMALAW ISLAND 4.1 NE,11,9,81.82,13.480397814014731,Coastal,2,1,50.0,True,65.91,Ian,After
US1SCCR0229,32.7844,-79.8558,MOUNT PLEASANT 2.7 S,11,0,0.0,2.2934963129060475,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0231,32.6077,-80.3362,EDISTO ISLAND 4.5 NNW,11,0,0.0,38.594104988029436,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCCR0232,32.722,-79.9408,CHARLESTON 5.4 SE,11,10,90.91,3.0747529142394194,Coastal,1,0,0.0,True,45.46,Ian,After
US1SCCR0238,32.5353,-80.263,EDISTO ISLAND 2.2 ESE,11,0,0.0,40.12667030163366,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0241,32.5928,-80.2751,EDISTO ISLAND 3.2 NNE,11,1,9.09,35.06112403717602,Coastal,10,2,20.0,True,14.54,Ian,After
US1SCCR0242,32.7867,-80.0273,CHARLESTON 1.9 W,11,3,27.27,0.0,Coastal,8,0,0.0,False,13.64,Ian,After
US1SCCR0243,32.8501,-79.8595,MOUNT PLEASANT 1.9 N,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCCR0248,32.9061,-79.7569,MOUNT PLEASANT 8.5 NE,11,5,45.45,7.785159476319028,Coastal,6,2,33.33,True,39.39,Ian,After
US1SCCR0249,32.572,-80.3004,EDISTO ISLAND 1.6 N,11,11,100.0,38.98969195069712,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCCR0251,32.7229,-80.0436,JOHNS ISLAND 1.4 NNW,11,3,27.27,6.060960169647508,Coastal,8,1,12.5,False,19.88,Ian,After
US1SCCR0252,32.9442,-80.0547,NORTH CHARLESTON 2.8 NNW,11,7,63.64,0.0,Coastal,4,0,0.0,True,31.82,Ian,After
US1SCCR0253,32.6559,-79.9414,FOLLY BEACH 1.5 SSW,11,6,54.55,9.736759495667448,Coastal,5,2,40.0,True,47.28,Ian,After
US1SCCR0254,32.8558,-79.7747,MOUNT PLEASANT 5.6 ENE,11,0,0.0,4.236863152666005,Coastal,11,2,18.18,False,9.09,Ian,After
US1SCCR0256,32.8097,-80.0716,CHARLESTON 4.8 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCDC0003,32.9262,-80.084,NORTH CHARLESTON 2.9 WNW,11,1,9.09,0.0,Coastal,10,2,20.0,True,14.54,Ian,After
US1SCDC0018,33.1896,-80.6381,REEVESVILLE 1.0 SSE,11,0,0.0,44.61566742623991,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCDC0021,32.9551,-80.1686,SUMMERVILLE 3.4 S,11,7,63.64,0.0,Coastal,4,0,0.0,True,31.82,Ian,After
US1SCDC0033,33.0006,-80.1734,SUMMERVILLE 0.4 SE,11,8,72.73,0.0,Coastal,3,1,33.33,True,53.03,Ian,After
US1SCDC0036,32.985,-80.1844,SUMMERVILLE 1.4 SSW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCDC0041,33.0313,-80.174,SUMMERVILLE 1.9 N,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,After
US1SCDC0042,32.9827,-80.2583,SUMMERVILLE 4.8 WSW,11,0,0.0,3.9863575642210103,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCDC0054,33.0026,-80.1524,LINCOLNVILLE 0.4 SE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCDC0055,32.9345,-80.1258,SUMMERVILLE 5.7 SSE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCDC0056,33.0251,-80.2288,SUMMERVILLE 3.2 WNW,11,6,54.55,0.22655650491482565,Coastal,5,2,40.0,True,47.28,Ian,After
US1SCDC0057,32.913,-80.1158,NORTH CHARLESTON 4.4 W,11,4,36.36,0.0,Coastal,7,2,28.57,True,32.47,Ian,After
US1SCDC0062,32.9966,-80.2138,SUMMERVILLE 2.1 WSW,11,0,0.0,0.0,Coastal,11,1,9.09,False,4.54,Ian,After
US1SCDC0066,33.0726,-80.3136,RIDGEVILLE 1.3 SSW,11,11,100.0,9.444113818597419,Coastal,0,0,0.0,True,50.0,Ian,After
US1SCDC0067,32.9403,-80.127,SUMMERVILLE 5.3 SE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,After
US1SCDC0069,33.0753,-80.3586,RIDGEVILLE 3.2 WSW,11,2,18.18,14.451696799483956,Coastal,9,1,11.11,False,14.64,Ian,After
