ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region,Days_Checked,Suspect_Days,Suspect_%,Likely_Malfunctioning,Malfunction_Score,Event,Period
USC00366194,40.1483,-74.953,NESHAMINY FALLS,12,0,0.0,0.0,Coastal,12,3,25.0,True,12.5,Sandy,After
USC00366370,40.1097,-75.3369,NORRISTOWN,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USC00366886,39.9586,-75.1728,PHILA FRANKLIN INST,12,1,8.33,0.0,Coastal,11,3,27.27,True,17.8,Sandy,After
USC00366927,40.1208,-75.4878,PHOENIXVILLE 1 E,12,0,0.0,0.0,Coastal,12,2,16.67,False,8.34,Sandy,After
USC00367029,41.7394,-75.4464,PLEASANT MT 1 W,12,0,0.0,41.01877450654675,Coastal,12,5,41.67,True,20.84,Sandy,After
USC00367186,41.5889,-75.3303,PROMPTON DAM,12,5,41.67,34.296897024874454,Coastal,7,2,28.57,True,35.12,Sandy,After
USC00367938,40.3553,-75.3131,SELLERSVILLE,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USC00368263,40.1719,-75.0361,SOUTHAMPTON,12,9,75.0,0.0,Coastal,3,1,33.33,True,54.16,Sandy,After
USC00368400,40.5711,-75.2781,SPRINGTOWN 1 NNE,12,0,0.0,7.04670815908354,Coastal,12,1,8.33,False,4.16,Sandy,After
USC00368596,41.0147,-75.2072,E STROUDSBURG,12,0,0.0,0.0,Coastal,12,5,41.67,True,20.84,Sandy,After
USW00004781,40.7939,-73.1019,ISLIP-LI MACARTHUR AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00004789,41.5092,-74.2644,MONTGOMERY ORANGE CO AP,12,0,0.0,11.974093554822776,Coastal,12,5,41.67,True,20.84,Sandy,After
USW00013739,39.8733,-75.2269,PHILA INTL AP,12,0,0.0,0.45839567129645004,Coastal,12,3,25.0,True,12.5,Sandy,After
USW00014707,41.3281,-72.0489,GROTON NEW LONDON AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00014719,40.8506,-72.6192,WESTHAMPTON GABRESKI AP,12,1,8.33,25.341582950342286,Coastal,11,0,0.0,False,4.16,Sandy,After
USW00014732,40.7794,-73.8803,LAGUARDIA AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00014734,40.6828,-74.1692,NEWARK LIBERTY INTL AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00014737,40.6497,-75.4478,ALLENTOWN LEHIGH VLY INTL AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00014740,41.9375,-72.6819,HARTFORD-BRADLEY INTL AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00014752,41.7353,-72.6511,HARTFORD BRAINARD FLD,12,1,8.33,0.0,Coastal,11,0,0.0,False,4.16,Sandy,After
USW00014757,41.6258,-73.8817,POUGHKEEPSIE AP,12,0,0.0,1.8244784100749831,Coastal,12,2,16.67,False,8.34,Sandy,After
USW00014758,41.2589,-72.8892,NEW HAVEN TWEED AP,12,2,16.67,0.0,Coastal,10,0,0.0,False,8.34,Sandy,After
USW00014763,42.4269,-73.2892,PITTSFIELD MUNI AP,12,0,0.0,2.11943686033872,Coastal,12,4,33.33,True,16.66,Sandy,After
USW00014775,42.16,-72.7125,WESTFIELD BARNES MUNI AP,12,0,0.0,0.0,Coastal,12,0,0.0,False,0.0,Sandy,After
USW00014792,40.2769,-74.8158,TRENTON-MERCER AP,12,0,0.0,0.0,Coastal,12,2,16.67,False,8.34,Sandy,After
USW00054734,41.3722,-73.4833,DANBURY MUNI AP,12,0,0.0,0.0,Coastal,12,2,16.67,False,8.34,Sandy,After
USW00054743,40.8764,-74.2828,CALDWELL ESSEX CO AP,12,6,50.0,0.0,Coastal,6,0,0.0,True,25.0,Sandy,After
USW00054767,41.7425,-72.1825,WILLIMANTIC WINDHAM AP,12,0,0.0,2.2207838403472877,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00054779,41.0092,-74.7364,AEROFLEX-ANDOVER AP,12,8,66.67,10.679164690951618,Coastal,4,0,0.0,True,33.34,Sandy,After
USW00054785,40.6242,-74.6689,SOMERSET AP,12,8,66.67,0.0,Coastal,4,0,0.0,True,33.34,Sandy,After
USW00054786,40.3303,-75.1228,DOYLESTOWN AP,12,3,25.0,0.0,Coastal,9,2,22.22,True,23.61,Sandy,After
USW00054787,40.7344,-73.4164,FARMINGDALE REPUBLIC AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00054788,41.5097,-72.8278,MERIDEN MARKHAM MUNI AP,12,0,0.0,0.0,Coastal,12,0,0.0,False,0.0,Sandy,After
USW00054789,41.1369,-75.3772,MT POCONO POCONO MOUNTAINS MUN,12,0,0.0,23.38567464016048,Coastal,12,6,50.0,True,25.0,Sandy,After
USW00054790,40.8211,-72.8675,SHIRLEY BROOKHAVEN AP,12,0,0.0,0.0,Coastal,12,0,0.0,False,0.0,Sandy,After
USW00054793,41.1992,-74.6258,SUSSEX AP,12,3,25.0,34.54491307954835,Coastal,9,3,33.33,True,29.16,Sandy,After
USW00064756,41.7858,-73.7422,MILLBROOK 3 W,12,0,0.0,19.195612855000874,Coastal,12,5,41.67,True,20.84,Sandy,After
USW00093780,39.9408,-74.8408,S JERSEY RGNL AP,12,0,0.0,0.0,Coastal,12,4,33.33,True,16.66,Sandy,After
USW00094702,41.1642,-73.1267,IGOR I SIKORSKY MEM AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00094728,40.7789,-73.9692,NY CITY CNTRL PARK,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00094732,40.0789,-75.0133,NE PHILA AP,12,0,0.0,0.0,Coastal,12,3,25.0,True,12.5,Sandy,After
USW00094741,40.8589,-74.0561,TETERBORO AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00094745,41.0622,-73.7044,WESTCHESTER CO AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
USW00094789,40.6392,-73.7639,JFK INTL AP,12,0,0.0,0.0,Coastal,12,1,8.33,False,4.16,Sandy,After
BF1FP000001,26.5481,-78.7028,FREEPORT LUCAYA 7.4 WNW,11,0,0.0,0.0,Coastal,0,0,0.0,False,0.0,Ian,Before
US1FLAL0002,29.5272,-82.4271,ARCHER 5.5 E,11,0,0.0,11.171652499167186,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0004,29.8006,-82.2836,BROOKER 6.6 SSE,11,0,0.0,10.55495095548435,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0007,29.5908,-82.4314,GAINESVILLE 8.1 SW,11,0,0.0,4.617237791310587,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0010,29.6802,-82.3988,GAINESVILLE 3.8 W,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0017,29.7869,-82.6276,HIGH SPRINGS 3.2 SW,11,2,18.18,24.125331479110233,Coastal,9,2,22.22,True,20.2,Ian,Before
US1FLAL0026,29.6555,-82.3171,GAINESVILLE 1.7 SE,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0031,29.738,-82.4162,GAINESVILLE 6.5 NW,11,0,0.0,2.276140808030407,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0048,29.6778,-82.4264,GAINESVILLE 5.4 W,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0050,29.6478,-82.3618,GAINESVILLE 2.4 SW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0051,29.5348,-82.2681,MICANOPY 2.1 NNE,11,0,0.0,13.932523333701685,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0054,29.5198,-82.3127,MICANOPY 2.1 WNW,11,0,0.0,13.615996043374766,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0055,29.6572,-82.4636,GAINESVILLE 7.7 W,11,0,0.0,2.4829881814800006,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0056,29.8519,-82.4999,ALACHUA 5.2 NNW,11,11,100.0,19.47096117795683,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0058,29.6056,-82.3601,GAINESVILLE 5.0 SSW,11,0,0.0,1.5177466447783496,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0060,29.6467,-82.4563,GAINESVILLE 7.5 WSW,11,6,54.55,2.2502958301428175,Coastal,5,1,20.0,True,37.28,Ian,Before
US1FLAL0061,29.6416,-82.4246,GAINESVILLE 5.8 WSW,11,11,100.0,0.673673752129982,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0062,29.7091,-82.0662,MELROSE 1.7 W,11,10,90.91,22.307043787619577,Coastal,1,0,0.0,True,45.46,Ian,Before
US1FLAL0063,29.6843,-82.3846,GAINESVILLE 3.0 WNW,11,5,45.45,0.0,Coastal,6,1,16.67,True,31.06,Ian,Before
US1FLAL0071,29.6164,-82.1658,HAWTHORNE 5.0 WNW,11,2,18.18,15.458512372006386,Coastal,9,2,22.22,True,20.2,Ian,Before
US1FLAL0072,29.6808,-82.3295,GAINESVILLE 0.6 NE,11,10,90.91,0.0,Coastal,1,0,0.0,True,45.46,Ian,Before
US1FLAL0075,29.6692,-82.3496,GAINESVILLE 0.9 WSW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0078,29.6007,-82.3453,GAINESVILLE 5.1 S,11,11,100.0,3.1194574831178556,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0079,29.6181,-82.3421,GAINESVILLE 3.9 S,11,0,0.0,1.5540386635088748,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLAL0080,29.7377,-82.4169,GAINESVILLE 6.5 NW,11,0,0.0,2.2617524122427577,Coastal,11,1,9.09,False,4.54,Ian,Before
US1FLAL0081,29.6164,-82.4514,GAINESVILLE 8.0 WSW,11,0,0.0,4.926791017666814,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0085,29.6958,-82.3586,GAINESVILLE 2.0 NW,11,10,90.91,0.0,Coastal,1,1,100.0,True,95.46,Ian,Before
US1FLAL0086,29.5845,-82.4327,GAINESVILLE 8.5 SW,11,11,100.0,5.2962909139545244,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0093,29.803,-82.5442,ALACHUA 4.2 WNW,11,11,100.0,17.530660643286325,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0095,29.656,-82.3233,GAINESVILLE 0.5 N,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLAL0096,29.6122,-82.4445,GAINESVILLE 7.8 WSW,11,0,0.0,4.843304975683211,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLAL0097,29.6834,-82.3853,GAINESVILLE 3.0 WNW,11,6,54.55,0.0,Coastal,5,1,20.0,True,37.28,Ian,Before
US1FLAL0102,29.687,-82.6006,NEWBERRY 3.0 NNE,11,11,100.0,17.395187337001126,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBK0003,30.3212,-82.2757,SANDERSON 4.9 NNW,11,11,100.0,42.18003455592597,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBK0005,30.237,-82.2189,GLEN ST. MARY 4.4 SW,11,0,0.0,45.28727196180258,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBK0006,30.2985,-82.1624,GLEN ST. MARY 1.7 N,11,1,9.09,37.93931442612606,Coastal,10,2,20.0,True,14.54,Ian,Before
US1FLBK0007,30.2161,-82.1606,MACCLENNY 4.9 SSW,11,0,0.0,38.998512064847894,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0001,27.9512,-80.642,PALM BAY 2.6 SSE,11,0,0.0,9.80703510611342,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0002,28.1882,-80.6805,PALM SHORES 1.4 W,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0005,28.0235,-80.6881,PALM BAY 3.1 NNW,11,0,0.0,5.042647584845462,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0006,28.1312,-80.6436,MELBOURNE 1.1 N,11,1,9.09,0.0,Coastal,10,3,30.0,True,19.55,Ian,Before
US1FLBV0011,28.0165,-80.5332,MELBOURNE BEACH 3.9 SSE,11,11,100.0,6.152905127759068,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0012,28.3861,-80.6003,CAPE CANAVERAL 0.6 ESE,11,0,0.0,0.0,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0013,28.3122,-80.7456,ROCKLEDGE 1.1 WSW,11,0,0.0,2.274361471084924,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0014,27.9921,-80.6432,PALM BAY 1.0 NE,11,11,100.0,4.882738692610702,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0020,28.2439,-80.6842,PALM SHORES 4.3 NNW,11,0,0.0,0.5929793308243387,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0023,28.3956,-80.7868,COCOA 2.6 WNW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0028,27.8861,-80.5283,MICCO 1.3 NW,11,0,0.0,19.35437641562909,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0032,28.4017,-80.6729,MERRITT ISLAND 4.1 NE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0036,28.4793,-80.7093,MERRIT ISLAND 9.1 N,11,1,9.09,5.517048110207888,Coastal,10,3,30.0,True,19.55,Ian,Before
US1FLBV0038,28.6282,-80.8572,TITUSVILLE 3.5 NW,11,7,63.64,0.5945784144607792,Coastal,4,1,25.0,True,44.32,Ian,Before
US1FLBV0047,28.3452,-80.7217,ROCKLEDGE 1.8 NNE,11,4,36.36,0.08557542230740525,Coastal,7,1,14.29,True,25.32,Ian,Before
US1FLBV0049,28.2361,-80.6908,PALM SHORES 4.0 NNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0050,28.1825,-80.6524,MELBOURNE 4.7 N,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0052,28.1329,-80.5855,INDIALANTIC 3.3 NNW,11,0,0.0,0.0,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0054,28.3652,-80.6647,MERRITT ISLAND 3.8 N,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0055,28.0562,-80.6299,MELBOURNE 4.1 S,11,8,72.73,0.0,Coastal,3,2,66.67,True,69.7,Ian,Before
US1FLBV0059,27.9501,-80.6421,PALM BAY 2.7 SSE,11,0,0.0,9.943454417001252,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0063,28.1712,-80.6816,MELBOURNE 4.6 NNW,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0067,27.9147,-80.6523,PALM BAY 4.9 S,11,2,18.18,14.544452191519119,Coastal,9,4,44.44,True,31.31,Ian,Before
US1FLBV0072,27.9399,-80.6691,PALM BAY 3.2 S,11,1,9.09,12.020732389260315,Coastal,10,4,40.0,True,24.54,Ian,Before
US1FLBV0073,28.5808,-80.8311,TITUSVILLE 0.9 SW,11,10,90.91,0.5478882928890966,Coastal,1,0,0.0,True,45.46,Ian,Before
US1FLBV0075,28.3822,-80.7067,MERRITT ISLAND 5.6 NNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0078,28.421,-80.8171,COCOA 5.1 NW,11,0,0.0,2.2059247568724216,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0085,28.4247,-80.8018,COCOA 4.6 NW,11,10,90.91,1.7192072717543432,Coastal,1,1,100.0,True,95.46,Ian,Before
US1FLBV0087,28.1733,-80.677,MELBOURNE 4.6 NNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0089,28.1628,-80.5914,SATELLITE BEACH 0.7 ESE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0092,28.2045,-80.6012,SATELLITE BEACH 2.0 N,11,0,0.0,0.0,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLBV0095,28.4585,-80.7077,MERRITT ISLAND 10.6 NNW,11,0,0.0,3.205987102234069,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0099,28.0502,-80.6939,WEST MELBOURNE 2.5 SSW,11,2,18.18,3.576209308477198,Coastal,9,4,44.44,True,31.31,Ian,Before
US1FLBV0102,28.01,-80.6919,PALM BAY 2.6 NW,11,0,0.0,6.2191155193766035,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0103,27.9949,-80.6505,PALM BAY 0.9 NE,11,7,63.64,4.805621910394604,Coastal,4,2,50.0,True,56.82,Ian,Before
US1FLBV0105,28.0297,-80.5417,MELBOURNE BEACH 2.8 SSE,11,11,100.0,4.677360850021034,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0107,28.1164,-80.5806,INDIALANTIC 2.1 NNW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0109,28.1992,-80.6094,SATELLITE BEACH 1.7 NNW,11,2,18.18,0.0,Coastal,9,1,11.11,False,14.64,Ian,Before
US1FLBV0110,28.0234,-80.6174,PALM BAY 3.7 NE,11,0,0.0,0.3039627128452299,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0111,28.1452,-80.7158,MELBOURNE 7.7 WNW,11,0,0.0,0.10036590016275233,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0113,28.1668,-80.5912,SATELLITE BEACH 0.8 SE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLBV0114,28.0152,-80.5891,PALM BAY 4.8 ENE,11,0,0.0,1.7470399623681212,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBV0115,28.64,-80.8542,MIMS 3.1 S,11,11,100.0,0.4412671213684375,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0117,28.4493,-80.6977,SHARPES 3.8 ENE,11,11,100.0,2.7911158295249248,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0118,27.9075,-80.5242,GRANT 1.5 S,11,0,0.0,17.101516274269276,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0123,27.9926,-80.7007,PALM BAY 2.5 W,11,0,0.0,8.361971345070158,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0124,28.0711,-80.66,WEST MELBOURNE 0.9 SE,11,4,36.36,0.1593364856918172,Coastal,7,3,42.86,True,39.61,Ian,Before
US1FLBV0125,28.0799,-80.6334,MELBOURNE 2.5 S,11,0,0.0,0.0,Coastal,11,4,36.36,True,18.18,Ian,Before
US1FLBV0126,28.3291,-80.7405,ROCKLEDGE 0.9 NW,11,11,100.0,0.19929297087208256,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0133,28.3422,-80.6987,MERRITT ISLAND 3.0 NW,11,11,100.0,0.07290522725587817,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBV0134,28.3842,-80.7663,COCOA 1.1 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0004,26.0145,-80.3255,PEMBROKE PINES 1.0 ENE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0007,26.286,-80.103,POMPANO BEACH HIGHLANDS 0.7 E,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0016,26.1179,-80.1521,FORT LAUDERDALE 1.9 SSW,11,1,9.09,0.0,Coastal,10,5,50.0,True,29.54,Ian,Before
US1FLBW0026,26.3038,-80.0813,DEERFIELD BEACH 2.5 ESE,11,1,9.09,0.0,Coastal,10,5,50.0,True,29.54,Ian,Before
US1FLBW0067,26.0645,-80.3256,DAVIE 2.6 WSW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0076,26.1182,-80.2066,PLANTATION 3.4 E,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0079,26.2459,-80.218,MARGATE 0.4 W,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0095,26.1069,-80.2394,PLANTATION 1.9 SE,11,5,45.45,0.0,Coastal,6,2,33.33,True,39.39,Ian,Before
US1FLBW0099,26.072,-80.3679,WESTON 2.8 SE,11,0,0.0,0.0,Coastal,11,7,63.64,True,31.82,Ian,Before
US1FLBW0106,26.1092,-80.2661,PLANTATION 1.2 SSW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0110,26.0377,-80.18,HOLLYWOOD 1.1 WNW,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0116,26.1391,-80.2953,PLANTATION 2.3 WNW,11,10,90.91,0.0,Coastal,1,1,100.0,True,95.46,Ian,Before
US1FLBW0121,26.2723,-80.1026,POMPANO BEACH 3.1 NE,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0137,26.2521,-80.1224,POMPANO BEACH 1.2 NNE,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0139,26.1818,-80.2999,SUNRISE 2.1 N,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0145,26.1806,-80.1684,OAKLAND PARK 1.0 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0148,26.2632,-80.2592,CORAL SPRINGS 0.4 S,11,4,36.36,0.0,Coastal,7,3,42.86,True,39.61,Ian,Before
US1FLBW0150,26.1294,-80.2825,PLANTATION 1.3 WNW,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLBW0151,26.1569,-80.2965,SUNRISE 0.4 NNE,11,0,0.0,0.0,Coastal,11,7,63.64,True,31.82,Ian,Before
US1FLBW0153,26.0078,-80.2297,PEMBROKE PINES 4.1 E,11,10,90.91,0.0,Coastal,1,1,100.0,True,95.46,Ian,Before
US1FLBW0155,26.0577,-80.2757,COOPER CITY 1.3 NE,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0159,26.1885,-80.1094,FORT LAUDERDALE 3.7 NNE,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0160,26.1667,-80.3106,SUNRISE 1.3 NW,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0161,26.0198,-80.3408,PEMBROKE PINES 0.7 N,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0162,26.2563,-80.2147,MARGATE 0.8 NNW,11,0,0.0,0.0,Coastal,11,6,54.55,True,27.28,Ian,Before
US1FLBW0165,26.2492,-80.2093,MARGATE 0.3 NNE,11,3,27.27,0.0,Coastal,8,2,25.0,True,26.14,Ian,Before
US1FLBW0166,26.1214,-80.4127,WESTON 1.7 NNW,11,1,9.09,0.0,Coastal,10,5,50.0,True,29.54,Ian,Before
US1FLBW0167,26.3095,-80.0938,DEERFIELD BEACH 1.7 E,11,0,0.0,0.0,Coastal,11,5,45.45,True,22.72,Ian,Before
US1FLBW0174,26.0056,-80.1475,HOLLYWOOD 2.0 SSE,11,11,100.0,0.0,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCB0010,30.3178,-82.7543,WHITE SPRINGS 1.0 SSE,11,0,0.0,16.96462218129868,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCB0012,30.0812,-82.671,LAKE CITY 7.9 SSW,11,0,0.0,11.626148313790791,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLCB0014,30.3175,-82.754,WHITE SPRINGS 1.0 SSE,11,11,100.0,16.91382088302764,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCB0019,30.0681,-82.622,LAKE CITY 8.7 S,11,0,0.0,14.300131379699852,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLCB0024,29.8735,-82.7463,FORT WHITE 3.8 SSW,11,0,0.0,38.56618679637783,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLCB0025,30.1706,-82.6036,LAKE CITY 2.8 ESE,11,0,0.0,4.389344712487577,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLCB0026,29.9166,-82.6751,FORT WHITE 2.4 E,11,0,0.0,32.76472203609635,Coastal,11,2,18.18,False,9.09,Ian,Before
US1FLCH0006,26.8853,-82.2898,ROTONDA 0.8 WNW,11,11,100.0,5.776353469899658,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCH0013,26.9805,-82.2094,PORT CHARLOTTE 6.2 W,11,0,0.0,6.957425261363208,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0015,26.9828,-82.0552,PORT CHARLOTTE 3.3 E,11,1,9.09,1.1720833919117084,Coastal,10,3,30.0,True,19.55,Ian,Before
US1FLCH0017,26.9197,-82.0653,PUNTA GORDA 1.6 NNW,11,6,54.55,0.0,Coastal,5,0,0.0,True,27.28,Ian,Before
US1FLCH0019,26.916,-82.068,PUNTA GORDA 1.4 NNW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0023,26.9175,-82.0689,PUNTA GORDA 1.6 NNW,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0029,26.8966,-82.2221,PORT CHARLOTTE 9.3 SW,11,0,0.0,11.03442363821422,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0030,26.9634,-82.168,PORT CHARLOTTE 4.0 WSW,11,11,100.0,4.431007724651989,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCH0034,26.9353,-82.326,ENGLEWOOD 2.4 SE,11,0,0.0,0.0,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0035,27.0323,-82.1902,NORTH PORT 1.2 SSE,11,0,0.0,2.517938229493092,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0036,27.0287,-82.0711,PORT CHARLOTTE 3.8 NE,11,2,18.18,3.749075002713965,Coastal,9,1,11.11,False,14.64,Ian,Before
US1FLCH0037,27.0231,-82.0663,PORT CHARLOTTE 3.7 NE,11,11,100.0,3.164959983923487,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCH0038,27.0194,-82.0901,PORT CHARLOTTE 2.6 NNE,11,6,54.55,1.6973283295791202,Coastal,5,0,0.0,True,27.28,Ian,Before
US1FLCH0039,26.9302,-82.2851,GROVE CITY 2.8 NE,11,0,0.0,2.9144169011749947,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0040,26.987,-82.2462,NORTH PORT 5.4 SW,11,0,0.0,7.805411695582384,Coastal,11,3,27.27,True,13.64,Ian,Before
US1FLCH0044,26.8755,-82.2021,PORT CHARLOTTE 9.5 SW,11,11,100.0,14.401453005256622,Coastal,0,0,0.0,True,50.0,Ian,Before
US1FLCH0046,26.9345,-82.2572,PORT CHARLOTTE 9.8 WSW,11,11,100.0,5.297097762182496,Coastal,0,0,0.0,True,50.0,Ian,Before
