ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region
US1NJSM0013,40.5704,-74.6053,SOMERVILLE 0.2 ENE,12,3,25.0,37.47434376256012,Coastal
US1NJSM0015,40.5017,-74.6671,HILLSBOROUGH TWP 0.4 ENE,12,4,33.33,42.79741610905556,Coastal
US1NJSM0020,40.431,-74.6548,MONTGOMERY TWP 1.3 ENE,12,3,25.0,42.54474292335389,Coastal
US1NJSM0021,40.4552,-74.6361,MONTGOMERY TWP 3.0 NE,12,0,0.0,39.82162835368073,Coastal
US1NJSM0022,40.3936,-74.6773,MONTGOMERY TWP 2.3 S,12,7,58.33,46.474204140022735,Coastal
US1NJSM0023,40.4511,-74.6699,MONTGOMERY TWP 1.8 NNE,12,0,0.0,43.631722213063235,Coastal
US1NJSM0027,40.5138,-74.6739,HILLSBOROUGH TWP 1.0 N,12,4,33.33,43.616379142528714,Coastal
US1NJSM0030,40.683,-74.5777,BERNARDS TWP 0.7 NW,12,4,33.33,40.21227390294115,Coastal
US1NJSM0031,40.7343,-74.6478,PEAPACK-GLADSTONE 1.3 NNE,12,2,16.67,50.75082976942118,Rural
US1NJSM0033,40.5247,-74.7029,HILLSBOROUGH TWP 2.4 NW,12,1,8.33,46.94933581939923,Coastal
US1NJSM0034,40.5733,-74.5908,BRIDGEWATER TWP 1.6 SSE,12,1,8.33,36.059313672419634,Coastal
US1NJSM0068,40.5426,-74.6006,MANVILLE 0.6 W,12,12,100.0,36.00571393368516,Coastal
US1NJSS0001,41.0197,-74.7611,ANDOVER TWP 1.7 W,12,0,0.0,83.57185472801885,Rural
US1NJSS0003,41.2215,-74.488,VERNON TWP 1.7 N,12,11,91.67,56.44750185883707,Rural
US1NJSS0007,41.089,-74.5399,HARDYSTON TWP 3.2 SE,12,0,0.0,66.26938015554686,Rural
US1NJSS0009,41.0813,-74.7464,NEWTON 1.9 N,12,12,100.0,88.57205114059644,Rural
US1NJSS0017,41.2929,-74.6176,WANTAGE TWP 3.5 N,12,12,100.0,70.50806137497739,Rural
US1NJSS0020,41.2288,-74.6059,WANTAGE TWP 1.5 SE,12,0,0.0,69.38453887039564,Rural
US1NJSS0022,41.2122,-74.5222,VERNON TWP 2.2 WNW,12,7,58.33,60.40432057683678,Rural
US1NJSS0023,41.0524,-74.5559,SPARTA TWP 3.7 E,12,12,100.0,69.69762214142666,Rural
US1NJSS0026,41.1569,-74.6348,LAFAYETTE TWP 3.6 NE,12,12,100.0,74.23573075880518,Rural
US1NJSS0027,41.0609,-74.7564,NEWTON 0.5 NNW,12,1,8.33,87.40204100105413,Rural
US1NJSS0028,41.3037,-74.7808,MONTAGUE TWP 2.7 WNW,12,0,0.0,88.73479226878936,Rural
US1NJUN0003,40.6412,-74.2726,LINDEN 2.2 NW,12,12,100.0,7.08210565266721,Coastal
US1NJUN0007,40.6606,-74.3287,WESTFIELD 1.0 NE,12,12,100.0,13.806105872710996,Coastal
US1NJUN0010,40.6945,-74.3898,NEW PROVIDENCE 0.8 ESE,12,7,58.33,21.918408263288004,Coastal
US1NJWR0001,40.6554,-75.1167,GREENWICH TWP 1.6 S,12,0,0.0,93.90747611691157,Rural
US1NJWR0002,40.8549,-74.9815,LIBERTY TWP 1.7 WSW,12,0,0.0,91.77568698256061,Rural
US1NJWR0004,40.9611,-74.97,BLAIRSTOWN TWP 2.0 SE,12,0,0.0,97.33774973980819,Rural
US1NJWR0005,40.8515,-74.8403,HACKETTSTOWN 0.8 W,12,7,58.33,77.12120178000855,Rural
US1NJWR0006,40.9412,-74.8428,ALLAMUCHY TWP 1.7 NNW,12,1,8.33,83.69433036261297,Rural
US1NJWR0007,40.8522,-74.9494,LIBERTY TWP 1.0 S,12,1,8.33,88.35732354187397,Rural
US1NJWR0008,40.9408,-74.9385,BLAIRSTOWN TWP 4.1 SE,12,0,0.0,92.81514065872501,Rural
US1NJWR0012,40.7103,-74.9942,FRANKLIN TWP 2.9 E,12,12,100.0,84.92017103832185,Rural
US1NJWR0017,40.8234,-74.9578,MANSFIELD TWP 2.6 WNW,12,6,50.0,87.26486011517403,Rural
US1NJWR0018,40.8902,-75.0318,KNOWLTON TWP 3.2 SSE,12,7,58.33,98.9519576967719,Rural
US1NJWR0020,40.8014,-74.9978,OXFORD TWP 0.6 SSW,12,1,8.33,89.88170744692815,Rural
US1NJWR0021,40.7623,-74.9719,WASHINGTON 0.6 ENE,12,0,0.0,85.00369079712777,Rural
US1NJWR0022,41.0238,-74.9212,HARDWICK TWP 3.6 E,12,0,0.0,97.7700937506073,Rural
US1NJWR0023,40.7964,-75.0447,WHITE TWP 1.7 S,12,0,0.0,94.39110198057458,Rural
US1NJWR0024,40.9784,-75.0329,BLAIRSTOWN TWP 1.8 W,12,12,100.0,104.69331862220686,Rural
US1NYCB0001,42.1335,-73.7679,HUDSON 8.2 S,12,0,0.0,124.27579940581127,Rural
US1NYCB0023,42.3559,-73.6084,CHATHAM 0.7 SW,12,12,100.0,160.59842157103438,Rural
US1NYDL0005,42.3003,-74.9026,DELHI 1.5 NNE,12,0,0.0,182.0238530630363,Rural
US1NYDL0008,42.1496,-74.6189,MARGARETVILLE 1.7 ENE,12,12,100.0,145.715686530921,Rural
US1NYDL0009,42.1792,-74.9167,ANDES 6.8 W,12,0,0.0,168.52722256398368,Rural
US1NYDL0016,41.9511,-75.3024,HANCOCK 1.0 W,12,9,75.0,177.29009073705626,Rural
US1NYDL0022,42.3442,-74.7317,SOUTH KORTRIGHT 0.8 W,12,0,0.0,177.32760315969628,Rural
US1NYDT0001,41.616,-73.8033,HILLSIDE LAKE 0.3 WNW,12,12,100.0,48.046822088851755,Coastal
US1NYDT0002,41.6634,-73.8419,POUGHKEEPSIE 4.7 ESE,12,11,91.67,53.65246213956459,Rural
US1NYDT0004,41.5535,-73.7863,HOPEWELL JUNCTION 2.4 SSE,12,1,8.33,40.20808465511672,Coastal
US1NYDT0005,41.588,-73.8922,WAPPINGERS FALLS 1.6 ESE,12,0,0.0,41.579662078058625,Coastal
US1NYDT0007,41.7887,-73.9356,HYDE PARK 1.5 W,12,12,100.0,71.05401359682635,Rural
US1NYDT0008,41.7523,-73.6488,MILLBROOK 3.2 SE,12,7,58.33,73.54569264241779,Rural
US1NYDT0009,41.9231,-73.9021,RHINEBECK 0.5 SE,12,12,100.0,91.26808454981531,Rural
US1NYGR0005,42.4429,-73.7866,NEW BALTIMORE 0.2 SE,12,5,41.67,170.16162830711403,Rural
US1NYGR0006,42.3605,-73.9835,FREEHOLD 3.4 E,12,0,0.0,156.84808010374337,Rural
US1NYNS0006,40.7245,-73.5086,LEVITTOWN 0.2 E,12,12,100.0,11.736823379292384,Coastal
US1NYNS0007,40.723,-73.711,FLORAL PARK 0.4 W,12,4,33.33,8.763321911225233,Coastal
US1NYOR0002,41.4469,-74.0214,CORNWALL ON HUDSON 0.6 NNW,12,12,100.0,21.768145450298967,Coastal
US1NYOR0004,41.2684,-74.416,WARWICK 3.2 WNW,12,10,83.33,47.981841016601315,Coastal
US1NYOR0006,41.3014,-74.167,MONROE 1.7 SE,12,0,0.0,20.746201258173645,Coastal
US1NYOT0008,42.3235,-75.3643,SIDNEY 2.1 NE,12,12,100.0,218.1607495530894,Rural
US1NYPT0001,41.4969,-73.7017,CARMEL HAMLET 5.8 N,12,9,75.0,38.833886951885006,Coastal
US1NYPT0002,41.4807,-73.8911,BEACON 4.2 ESE,12,0,0.0,25.934276202221266,Coastal
US1NYPT0004,41.497,-73.8369,COLD SPRING 8.1 NE,12,0,0.0,30.204726333154166,Coastal
US1NYQN0002,40.7145,-73.8819,MIDDLE VILLAGE 0.5 SW,12,9,75.0,8.752320294645632,Coastal
US1NYRC0001,40.5421,-74.1476,STATEN ISLAND 4.5 SSE,12,12,100.0,1.0942134604097324,Coastal
US1NYRC0002,40.5674,-74.1327,STATEN ISLAND 1.4 SE,12,0,0.0,3.6799957997092037,Coastal
US1NYRL0003,41.0955,-74.0099,NANUET 0.3 E,12,12,100.0,9.981624403065203,Coastal
US1NYRL0004,41.1394,-74.0457,SPRING VALLEY 1.7 N,12,12,100.0,12.750711201444975,Coastal
US1NYSF0002,40.93,-72.67,RIVERHEAD 1.3 SSE,12,0,0.0,5.820571712256338,Coastal
US1NYSF0003,40.8806,-72.9292,MIDDLE ISLAND 0.8 ESE,12,0,0.0,12.313029436780432,Coastal
US1NYSF0007,40.9364,-72.5778,JAMESPORT 0.6 SSW,12,0,0.0,0.23321203155508868,Coastal
US1NYSF0016,40.9234,-73.3305,NORTHPORT 1.6 NNE,12,0,0.0,0.9029435277009565,Coastal
US1NYSF0017,40.7351,-73.2212,ISLIP 0.2 NW,12,0,0.0,3.312586405829585,Coastal
US1NYSF0018,40.9299,-72.8988,SHOREHAM 1.8 SSE,12,5,41.67,4.919006592550131,Coastal
US1NYSF0019,40.8123,-72.7718,EAST MORICHES 0.6 WNW,12,0,0.0,3.741578815754925,Coastal
US1NYSF0024,40.7982,-73.15,RONKONKOMA 1.4 WSW,12,12,100.0,10.263723380862482,Coastal
US1NYSF0030,40.9562,-72.9197,ROCKY POINT 2.0 N,12,12,100.0,1.1387315510270695,Coastal
US1NYSF0049,40.7326,-73.0807,SAYVILLE 1.0 SSE,12,12,100.0,1.0815909979771177,Coastal
US1NYSF0060,40.7507,-73.028,BLUE POINT 0.4 E,12,12,100.0,0.7579704618576055,Coastal
US1NYSV0005,41.6326,-74.5604,ROCK HILL 2.0 NE,12,0,0.0,82.40241322058097,Rural
US1NYSV0006,41.85,-75.1333,LONG EDDY,12,1,8.33,153.25867708778677,Rural
US1NYSV0007,41.5998,-74.9828,NARROWSBURG 4.1 ESE,12,12,100.0,120.88577101507367,Rural
US1NYSV0008,41.5739,-74.4871,WURTSBORO 0.2 SSW,12,0,0.0,70.62247323553957,Rural
US1NYSV0009,41.6501,-74.5884,GLEN WILD 0.3 SSW,12,8,66.67,86.4632590880811,Rural
US1NYUL0001,41.9286,-74.0195,KINGSTON 1.1 W,12,0,0.0,92.302208893905,Inland
US1NYUL0002,42.0204,-74.0977,WOODSTOCK 1.4 SSE,12,9,75.0,107.01481301619663,Rural
US1NYUL0003,41.8809,-74.0574,ROSENDALE VILLAGE 2.4 NNE,12,0,0.0,85.69778582070313,Rural
US1NYUL0004,42.0181,-74.0151,RUBY 0.5 NE,12,1,8.33,105.62274442975414,Rural
US1NYUL0006,41.714,-74.0866,NEW PALTZ 2.4 S,12,0,0.0,61.86951053741614,Rural
US1NYUL0008,41.9162,-74.1832,STONE RIDGE 4.9 NNW,12,10,83.33,93.84464523300488,Rural
US1NYUL0009,41.6267,-73.9941,MARLBORO 1.9 NNW,12,0,0.0,47.17392012498075,Coastal
US1NYUL0029,41.7149,-73.9684,HIGHLAND 0.2 SW,12,12,100.0,60.07574242984374,Rural
US1NYWC0003,41.0639,-73.7722,WHITE PLAINS 3.1 NNW,12,12,100.0,11.104650893802983,Coastal
US1NYWC0006,41.3003,-73.57,SOUTH SALEM 2.1 NW,12,0,0.0,36.39268618944375,Coastal
US1NYWC0007,41.2649,-73.7899,YORKTOWN HEIGHTS 0.6 SW,12,0,0.0,14.90828315211539,Coastal
US1NYWC0009,40.904,-73.777,NEW ROCHELLE 1.3 S,12,7,58.33,0.7240849113651084,Coastal
US1PABK0004,40.4105,-75.4427,PENNSBURG 3.0 ENE,12,1,8.33,73.04589703795764,Rural
US1PABK0005,40.3483,-75.2862,PERKASIE 1.6 SSE,12,2,16.67,56.162527106425294,Rural
US1PABK0012,40.2148,-74.9888,RICHBORO 1.1 SE,12,11,91.67,29.152446104568934,Coastal
US1PABK0013,40.1499,-74.9333,PENNDEL 1.1 WSW,12,3,25.0,21.882538404741464,Coastal
US1PABK0014,40.2366,-74.9213,NEWTOWN 0.8 NE,12,0,0.0,34.03389134671986,Coastal
US1PABK0015,40.2893,-75.0931,FURLONG 0.7 SW,12,0,0.0,40.506359186652254,Coastal
US1PABK0018,40.2092,-74.886,LANGHORNE 2.8 NE,12,3,25.0,31.98362327895313,Coastal
US1PABK0026,40.307,-75.1982,DOYLESTOWN 3.7 W,12,0,0.0,46.55200924284657,Coastal
US1PABK0030,40.1783,-74.9108,LANGHORNE 0.5 E,12,12,100.0,26.709713595810666,Coastal
US1PACB0015,40.8283,-75.4889,CHAPMAN 6.6 NW,12,3,25.0,129.51107894826265,Rural
US1PACH0018,40.0324,-75.4935,MALVERN 1.1 E,12,12,100.0,30.160128655628036,Coastal
US1PADL0003,39.8962,-75.3619,NETHER PROVIDENCE TOWNSHIP 0.4,12,0,0.0,6.370598737643069,Coastal
US1PADL0005,40.0589,-75.3706,RADNOR TOWNSHIP 2.1 N,12,12,100.0,28.381629506573358,Coastal
US1PAMN0007,40.9887,-75.2959,STROUDSBURG 5.1 W,12,4,33.33,131.68157581936927,Rural
US1PAMT0006,40.2763,-75.3006,HATFIELD 0.1 SSW,12,1,8.33,48.10273345529576,Coastal
US1PAMT0007,40.2556,-75.4144,HARLEYSVILLE 2.1 SW,12,0,0.0,52.48045519546225,Rural
US1PAMT0009,40.2177,-75.4933,COLLEGEVILLE 2.8 NW,12,12,100.0,54.6386130593977,Rural
US1PAMT0011,40.2819,-75.336,HATFIELD 2.0 W,12,12,100.0,50.85387198940735,Inland
US1PAMT0012,40.2182,-75.4202,COLLEGEVILLE 2.9 NE,12,4,33.33,48.78432510593365,Coastal
US1PAMT0013,40.1685,-75.3005,BLUE BELL 2.3 NW,12,5,41.67,34.699703007940215,Coastal
US1PAMT0016,40.2061,-75.2991,NORTH WALES 1.3 WSW,12,0,0.0,39.21201554113636,Coastal
US1PAMT0017,40.0124,-75.257,NARBERTH 0.5 NE,12,12,100.0,16.046367028349447,Coastal
US1PAMT0019,40.2919,-75.4669,SPRING MOUNT 1.3 N,12,12,100.0,60.280709464565476,Rural
US1PAMT0020,40.2011,-75.409,SKIPPACK 1.4 SSW,12,0,0.0,46.12205903825557,Coastal
US1PAMT0022,40.2077,-75.3522,KULPSVILLE 2.6 SSW,12,0,0.0,42.71315948950477,Coastal
US1PAMT0025,40.2192,-75.4538,COLLEGEVILLE 2.2 N,12,6,50.0,51.52198681464103,Inland
US1PAMT0027,40.2238,-75.31,LANSDALE 1.9 SW,12,6,50.0,42.0513972909507,Coastal
US1PAMT0037,40.3184,-75.3243,SOUDERTON 0.6 NNW,12,7,58.33,54.64434728714785,Inland
US1PAMT0038,40.2707,-75.4659,SCHWENKSVILLE 0.9 N,12,7,58.33,57.866516090210254,Rural
US1PAMT0042,40.2887,-75.21,CHALFONT 0.2 NW,12,5,41.67,44.600435921992904,Coastal
US1PAMT0047,40.1639,-75.2321,AMBLER 0.8 NW,12,12,100.0,30.19562687068648,Coastal
US1PAMT0048,40.0082,-75.3003,ARDMORE 0.5 NW,12,0,0.0,19.81664116973814,Coastal
US1PAMT0051,40.2363,-75.3825,HARLEYSVILLE 2.9 S,12,1,8.33,48.07424863474293,Coastal
US1PAMT0052,40.2632,-75.2283,LANSDALE 3.2 ENE,12,12,100.0,42.170143702829,Coastal
US1PAMT0053,40.2199,-75.4655,COLLEGEVILLE 2.3 N,12,9,75.0,52.53931265146938,Inland
US1PAMT0055,40.2384,-75.4033,SCHWENKSVILLE 3.6 ESE,12,1,8.33,49.7536809631071,Coastal
US1PAMT0056,40.2654,-75.3329,HATFIELD 2.0 WSW,12,1,8.33,48.584021824256595,Coastal
US1PAMT0060,40.1015,-75.2538,PLYMOUTH MEETING 1.5 ESE,12,0,0.0,23.780144621763117,Coastal
US1PAMT0063,40.1522,-75.1038,WILLOW GROVE 0.8 ENE,12,0,0.0,21.681746779896713,Coastal
US1PAMT0064,40.1305,-75.3839,WEST NORRITON 0.3 WNW,12,0,0.0,37.17175458456936,Coastal
US1PAMT0065,40.1999,-75.4534,COLLEGEVILLE 0.9 NNE,12,5,41.67,49.58331133060701,Coastal
US1PAMT0067,40.146,-75.2025,FORT WASHINGTON 0.8 NW,12,12,100.0,26.381860572957855,Coastal
US1PAMT0116,40.052,-75.2765,GLADWYNE 0.2 NNE,12,12,100.0,20.798555409650323,Coastal
US1PANH0001,40.7712,-75.3069,NAZARETH 2.2 N,12,0,0.0,114.75910729480422,Rural
US1PANH0005,40.6114,-75.2259,GLENDON 3.5 S,12,6,50.0,89.75101040012822,Rural
US1PANH0009,40.6569,-75.3295,BETHLEHEM 2.9 NE,12,0,0.0,99.55890769445148,Inland
US1PAPH0001,40.0732,-75.1596,WYNCOTE 1.5 SSW,12,12,100.0,14.760933360725499,Coastal
US1PAPH0002,40.0677,-75.0748,ROCKLEDGE 1.3 SE,12,0,0.0,9.076935397011846,Coastal
US1PAPH0004,40.0586,-75.077,PHILADELPHIA 4.7 NE,12,0,0.0,7.955534100849317,Coastal
US1PAPH0006,40.0455,-75.2222,WYNDMOOR 3.0 SSW,12,0,0.0,15.414698613092822,Coastal
US1PAPH0008,40.025,-75.18,PHILADELPHIA 2.7 WNW,12,0,0.0,9.978908856011328,Coastal
US1PAPK0004,41.5075,-75.1163,HAWLEY 3.8 NE,12,0,0.0,130.55702470712427,Rural
US1PAPK0008,41.3,-74.95,MILFORD 7.9 WSW,12,10,83.33,107.52048511851375,Rural
US1PAPK0009,41.2084,-74.9437,DINGMANS FERRY 3.9 WSW,12,1,8.33,107.10865155301525,Rural
US1PAPK0011,41.3134,-75.047,LORDS VALLEY 3.8 SSE,12,12,100.0,118.4020846847802,Rural
US1PAPK0012,41.4795,-74.9996,ROWLAND 2.3 ENE,12,2,16.67,116.93710807507787,Rural
US1PASS0006,41.65,-75.4667,FOREST CITY 0.2 SE,12,0,0.0,173.99636765964493,Rural
US1PAWN0002,41.2908,-75.355,MOSCOW 9.7 ESE,12,12,100.0,152.54284718075164,Rural
US1PAWN0003,41.65,-75.0833,DAMASCUS - 9,12,12,100.0,134.12236681106648,Rural
US1PAWN0004,41.3528,-75.4358,MOSCOW 4.9 E,12,0,0.0,161.9751520588231,Rural
US1PAWN0008,41.6333,-75.05,MILANVILLE 1.5 SE,12,0,0.0,129.72729408551803,Rural
US1PAWN0010,41.8992,-75.4718,STARRUCCA - 27,12,1,8.33,189.4537943766137,Rural
US1PAWN0012,41.6384,-75.2994,DYBERRY 2.1 W,12,0,0.0,155.82233378782786,Rural
US1PAWN0013,41.5027,-75.159,HAWLEY - 15,12,6,50.0,134.9859985627597,Rural
US1PAWN0014,41.54,-75.25,TEXAS TWP. 1,12,12,100.0,146.1827277996806,Rural
US1PAWN0026,41.5902,-75.359,CANAAN - 11,12,0,0.0,159.89335007632116,Rural
US1PAWN0035,41.5824,-75.3357,PROMPTON - 25,12,0,0.0,157.07693193524523,Rural
US1PAWN0036,41.5868,-75.4079,WAYMART - 28,12,8,66.67,164.98031888550543,Rural
US1PAWN0037,41.625,-75.222,OREGON - 23,12,9,75.0,147.04246080845613,Rural
US1PAWN0038,41.5237,-75.2696,CHERRY RIDGE 13A,12,0,0.0,147.68741983826453,Rural
US1PAWN0041,41.4511,-75.345,LAKE ARIEL 2.0 ESE,12,7,58.33,153.7404355560183,Rural
US1PAWN0042,41.7395,-75.443,PLEASANT MOUNT 1.0 E,12,0,0.0,176.18053832339757,Rural
US1PAWN0044,41.7974,-75.2207,MANCHESTER - 7A,12,0,0.0,157.62981188170392,Rural
US1PAWN0047,41.5076,-75.1869,HAWLEY 2.2 NNW,12,12,100.0,138.17582295654577,Rural
US1PAWN0048,41.5678,-75.1908,BERLIN TWP. 20A,12,9,75.0,141.01111282862686,Rural
USC00060128,41.3492,-73.0917,ANSONIA 1 NW,12,0,0.0,19.516344071103575,Coastal
USC00060227,41.8417,-73.0086,BAKERSVILLE,12,0,0.0,80.59577625996,Rural
USC00060299,41.9211,-72.9636,BARKHAMSTED,12,0,0.0,91.91025668256385,Rural
USC00060808,41.2278,-73.1744,TRUMBULL,12,0,0.0,8.016285758629403,Coastal
USC00060961,41.6764,-73.5086,BULLS BRG DAM,12,0,0.0,73.0257854883052,Rural
USC00060973,41.7944,-72.9319,BURLINGTON,12,0,0.0,72.82035314729414,Rural
USC00061508,42.0003,-73.0439,COLEBROOK RVR LAKE,12,2,16.67,104.64006083234878,Rural
USC00061762,41.4003,-73.4211,DANBURY,12,0,0.0,41.09379323061097,Coastal
USC00062658,41.95,-73.3667,FALLS VILLAGE,12,0,0.0,108.66795613798207,Rural
USC00063207,41.3503,-72.0378,GROTON,12,0,0.0,3.3403589489779044,Coastal
USC00063420,41.7675,-72.0531,HAMPTON,12,0,0.0,61.900924852823636,Rural
USC00065077,41.4072,-72.9031,MT CARMEL,12,12,100.0,15.158083547739349,Coastal
USC00065445,41.9725,-73.2208,NORFOLK 2 SW,12,0,0.0,105.25857704745763,Rural
USC00065910,41.5267,-72.0653,NORWICH PUBLIC UTILITY PLT,12,0,0.0,26.014636091236135,Coastal
USC00066655,41.0825,-73.6386,PUTNAM LAKE,12,0,0.0,9.619007444920845,Coastal
USC00066966,41.5833,-73.4333,ROCKY RVR DAM,12,0,0.0,66.1013925398275,Rural
USC00067373,41.7167,-73.3,SHEPAUG DAM,12,0,0.0,75.0238314675414,Rural
USC00067432,41.6444,-72.8167,SHUTTLE MEADOW RSVR,12,12,100.0,51.467023489497514,Inland
USC00067958,41.9983,-72.2606,STAFFORDVILLE,12,0,0.0,95.25653780188561,Rural
USC00067970,41.1247,-73.5475,STAMFORD 5 N,12,12,100.0,12.551672514565556,Coastal
USC00068065,41.3819,-73.1717,STEVENSON DAM,12,0,0.0,28.4378244012775,Coastal
USC00068138,41.795,-72.2286,STORRS,12,0,0.0,66.01041757999424,Rural
USC00068330,41.6931,-73.06,THOMASTON DAM,12,0,0.0,60.035350917188396,Rural
USC00068436,41.8,-73.1167,TORRINGTON,12,12,100.0,77.1284746258817,Rural
USC00190120,42.3861,-72.5375,AMHERST,12,0,0.0,153.3330973225064,Inland
USC00190408,42.4281,-72.0275,BARRE FALLS DAM,12,0,0.0,109.450380598878,Rural
USC00190562,42.2797,-72.3483,BELCHERTOWN,12,0,0.0,126.97370349236323,Rural
USC00191821,42.4686,-73.1531,DALTON,12,1,8.33,176.07465286650384,Rural
USC00192107,42.1103,-72.1269,E BRIMFIELD LAKE,12,0,0.0,92.78578365336375,Rural
USC00193172,42.0875,-72.8486,GRANVILLE DAM,12,0,0.0,116.84384537925891,Rural
USC00193213,42.2167,-73.35,GREAT BARRINGTON 2N,12,0,0.0,144.59327115310444,Rural
USC00193402,42.3458,-72.1542,HARDWICK 2 ESE,12,0,0.0,116.01624883621804,Rural
USC00194131,42.3356,-73.2506,LENOX DALE,12,0,0.0,158.53356234203403,Rural
USC00194154,42.4467,-72.53,LEVERETT #2,12,0,0.0,157.95808826234077,Rural
USC00197627,42.0583,-72.0722,SOUTHBRIDGE 3 SW,12,0,0.0,83.83998962404688,Rural
USC00198181,42.3,-73.3333,STOCKBRIDGE,12,12,100.0,155.8669068902174,Rural
USC00198278,42.4447,-72.5528,SUNDERLAND,12,0,0.0,159.82440539086176,Rural
USC00198793,42.2622,-72.2483,WARE,12,0,0.0,116.26540518805096,Rural
USC00199193,42.0931,-72.8036,WESTFIELD 3 SW,12,0,0.0,117.70852921875996,Rural
USC00199371,42.1819,-73.2236,W OTIS,12,0,0.0,135.3930553742881,Rural
USC00199972,42.3869,-72.9211,WORTHINGTON,12,0,0.0,161.66560234809162,Rural
USC00280331,39.7417,-74.7258,ATSION,12,5,41.67,44.390952695672155,Coastal
USC00280484,39.7575,-74.1069,BARNEGAT LIGHT,12,12,100.0,0.8053463808574435,Coastal
USC00280734,40.8292,-75.0833,BELVIDERE BRG,12,0,0.0,100.23981011120763,Rural
USC00280847,40.4592,-74.5836,BLACKWELLS MILLS,12,2,16.67,33.95877724553371,Coastal
USC00280907,40.8917,-74.3964,BOONTON 1 SE,12,0,0.0,40.65220258167102,Coastal
USC00280927,40.5561,-74.5717,BOUND BROOK 2W,12,0,0.0,33.304567947647406,Coastal
USC00280990,39.5656,-74.2453,BRANT BEACH-BEACH HAVEN,12,0,0.0,0.014423931759531139,Coastal
USC00281211,40.1172,-74.7736,ROEBLING,12,12,100.0,31.46166525326366,Coastal
USC00281327,41.1092,-74.4828,CANISTEAR RSVR,12,3,25.0,59.32927807981408,Rural
USC00281335,40.7436,-74.3539,CANOE BROOK,12,5,41.67,22.705431702351312,Coastal
USC00281582,41.03,-74.4247,CHARLOTTEBURG RSVR,12,1,8.33,56.99810415943586,Rural
USC00282023,40.6667,-74.3236,CRANFORD,12,0,0.0,13.550307736978315,Coastal
USC00282768,40.8319,-74.2864,ESSEX FELLS SVC BLDG,12,12,100.0,25.610290906563794,Coastal
USC00283029,40.5742,-74.8817,FLEMINGTON 5 NNW,12,3,25.0,67.6259519407549,Rural
USC00283181,40.3136,-74.2511,FREEHOLD-MARLBORO,12,0,0.0,19.5416757111951,Coastal
USC00283662,39.6442,-74.8047,HAMMONTON 1 NE,12,0,0.0,46.004950907329054,Coastal
USC00283704,40.7481,-74.1519,HARRISON,12,0,0.0,6.244330656753823,Coastal
USC00283951,40.2664,-74.5642,HIGHTSTOWN 2 W,12,0,0.0,44.438247783894326,Coastal
USC00284229,39.7994,-74.7806,INDIAN MILLS 2 W,12,0,0.0,38.663409649097524,Coastal
USC00284635,40.3594,-74.9447,LAMBERTVILLE,12,7,58.33,50.76137323813193,Rural
USC00284987,40.2969,-74.0017,LONG BRANCH-OAKHURST,12,0,0.0,2.702628206814623,Coastal
USC00285503,40.9939,-74.1453,MIDLAND PARK,12,5,41.67,26.516030991714725,Coastal
USC00285728,39.9683,-74.865,MOORESTOWN 4 E,12,1,8.33,18.98200338916287,Coastal
USC00286055,40.4728,-74.4225,NEW BRUNSWICK 3 SE,12,0,0.0,15.972226275183385,Coastal
USC00286146,40.9611,-74.0158,NEW MILFORD,12,0,0.0,11.510743935290707,Coastal
USC00286460,41.0356,-74.5011,OAK RIDGE RSVR,12,2,16.67,63.71647581115105,Rural
USC00286864,39.9661,-75.0219,PENNSAUKEN 1N,12,0,0.0,4.441268065230903,Coastal
USC00286964,40.0136,-74.8181,PHILADELPHIA/MT HOLLY WFO,12,0,0.0,22.878376084870624,Coastal
USC00286979,40.6956,-75.2,PHILLIPSBURG-EASTON BRG,12,0,0.0,101.15869977698284,Inland
USC00287079,40.6036,-74.4025,PLAINFIELD,12,12,100.0,17.53602745950854,Coastal
USC00287301,40.7369,-74.7322,POTTERSVILLE 2 NNW,12,0,0.0,59.11588233984258,Rural
USC00287486,40.5944,-75.1897,RIEGELSVILLE,12,0,0.0,86.38914986360764,Rural
USC00287587,41.0917,-74.2683,RINGWOOD,12,0,0.0,37.92797616557005,Coastal
USC00287850,39.5697,-75.4617,SALEM,12,12,100.0,5.5922909606135125,Coastal
USC00287865,40.4633,-74.0056,SANDY HOOK,12,1,8.33,0.4014054068779799,Coastal
USC00288173,39.8367,-75.0447,SOMERDALE 4 SW,12,0,0.0,11.616859470711262,Coastal
USC00288644,41.2186,-74.6211,SUSSEX 1 NW,12,0,0.0,71.21452287494218,Rural
USC00288816,39.95,-74.2167,TOMS RIVER,12,12,100.0,9.62294286983455,Coastal
USC00288880,40.285,-74.8419,EWING 3 WNW,12,12,100.0,44.05064281451452,Coastal
USC00289187,41.0417,-74.2972,WANAQUE RAYMOND DAM,12,0,0.0,42.70033614361997,Coastal
USC00289363,40.4519,-74.7792,WERTSVILLE 4 NE,12,0,0.0,55.66972395213247,Rural
USC00289450,39.8408,-75.2317,WEST DEPTFORD,12,12,100.0,1.8952885134660833,Coastal
USC00289832,41.0139,-74.0425,WOODCLIFF LAKE,12,0,0.0,15.080052210572168,Coastal
USC00300063,42.4722,-73.9281,ALCOVE DAM,12,0,0.0,173.65238305037576,Rural
