ID,LAT,LON,NAME,Distance_to_Coast_km,Region,Days_Checked,Suspect_Days,Suspect_%,Likely_Malfunctioning,Malfunction_Score
US1NJAT0051,39.6429,-74.7895,HAMMONTON 1.5 SW,20.180423993305592,Coastal,0,0,0.0,False,0.0
US1NJBG0002,40.9027,-74.0834,SADDLE BROOK TWP 0.6 E,0.0,Coastal,7,0,0.0,False,0.0
US1NJBG0003,40.9147,-73.9775,TENAFLY 1.3 W,0.0,Coastal,12,1,8.33,False,8.33
US1NJBG0006,41.0586,-74.1341,RAMSEY 0.6 E,0.0,Coastal,0,0,0.0,False,0.0
US1NJBG0008,40.9071,-74.0934,SADDLE BROOK TWP 0.3 NNE,0.0,Coastal,0,0,0.0,False,0.0
US1NJBG0010,40.9915,-74.0123,RIVER VALE TWP 1.5 S,0.0,Coastal,1,1,100.0,True,100.0
US1NJBG0015,40.7915,-74.1398,NORTH ARLINGTON 0.7 WNW,0.0,Coastal,12,3,25.0,True,25.0
US1NJBG0017,40.9511,-74.1183,GLEN ROCK 0.7 SSE,0.0,Coastal,12,2,16.67,False,16.67
US1NJBG0018,40.8481,-74.0002,PALISADES PARK 0.2 WNW,0.0,Coastal,12,0,0.0,False,0.0
US1NJBG0023,41.0191,-74.2334,OAKLAND 0.9 SSE,0.0,Coastal,12,1,8.33,False,8.33
US1NJBG0029,41.0328,-74.245,OAKLAND 0.2 WNW,0.0,Coastal,12,0,0.0,False,0.0
US1NJBG0030,41.0253,-74.2236,OAKLAND 1.0 ESE,0.0,Coastal,12,0,0.0,False,0.0
US1NJBG0033,40.8536,-74.0943,WOOD RIDGE 0.6 NNW,0.0,Coastal,7,0,0.0,False,0.0
US1NJBT0003,40.0786,-74.8209,BURLINGTON 1.7 E,0.0,Coastal,12,2,16.67,False,16.67
US1NJBT0004,39.9684,-74.8648,MOUNT LAUREL TWP 2.5 ENE,0.15606513659271268,Coastal,10,1,10.0,False,10.0
US1NJBT0005,39.8315,-74.8083,MEDFORD TWP 2.4 SSE,5.520292005412539,Coastal,11,1,9.09,False,9.09
US1NJBT0006,39.9716,-74.9343,MOORESTOWN TWP 0.6 SE,0.0,Coastal,12,1,8.33,False,8.33
US1NJBT0007,40.1146,-74.6393,CHESTERFIELD TWP 0.4 ESE,6.464275183117036,Coastal,12,1,8.33,False,8.33
US1NJBT0010,39.9164,-74.5788,PEMBERTON TWP 3.0 SSE,7.658138945214062,Coastal,2,0,0.0,False,0.0
US1NJBT0011,40.0672,-74.8223,BURLINGTON TWP 0.9 ENE,0.0,Coastal,0,0,0.0,False,0.0
US1NJBT0018,39.8596,-74.8537,MEDFORD TWP 1.7 W,1.3240276016315857,Coastal,2,2,100.0,True,100.0
US1NJBT0022,39.9407,-74.7456,SOUTHAMPTON TWP 2.4 NW,6.329588122159794,Coastal,0,0,0.0,False,0.0
US1NJBT0023,40.0085,-74.908,MOORESTOWN TWP 2.7 NE,0.0,Coastal,7,1,14.29,False,14.29
US1NJBT0025,39.821,-74.5383,WOODLAND TWP 1.8 SW,22.03073918346565,Coastal,11,4,36.36,True,36.36
US1NJBT0027,39.9448,-74.9128,MOUNT LAUREL TWP 0.5 WSW,0.0,Coastal,0,0,0.0,False,0.0
US1NJBT0028,39.8572,-74.817,MEDFORD LAKES 0.6 W,1.7328479530121208,Coastal,12,1,8.33,False,8.33
US1NJBT0029,39.854,-74.6807,TABERNACLE TWP 2.7 NNW,14.927659193116678,Coastal,12,1,8.33,False,8.33
US1NJBT0032,39.8378,-74.7467,TABERNACLE TWP 5.0 WNW,8.714517572814948,Coastal,12,1,8.33,False,8.33
US1NJBT0035,39.9321,-74.7736,SOUTHAMPTON TWP 3.2 WNW,5.292706710072398,Coastal,11,1,9.09,False,9.09
US1NJBT0036,39.8594,-74.7971,MEDFORD LAKES 0.4 ENE,2.3129570329149827,Coastal,9,1,11.11,False,11.11
US1NJBT0037,39.9664,-74.8293,HAINESPORT TWP 0.8 SSE,0.5107979332619397,Coastal,12,1,8.33,False,8.33
US1NJBT0040,39.9071,-74.717,SOUTHAMPTON TWP 0.5 S,11.15023112665367,Coastal,9,1,11.11,False,11.11
US1NJBT0041,39.9296,-74.8779,MOUNT LAUREL TWP 1.9 SE,0.0,Coastal,0,0,0.0,False,0.0
US1NJBT0045,39.9551,-74.6817,PEMBERTON 1.1 S,8.609444062553274,Coastal,6,0,0.0,False,0.0
US1NJBT0050,39.972,-74.685,PEMBERTON 0.1 NE,7.079393569347285,Coastal,0,0,0.0,False,0.0
US1NJBT0052,39.9971,-74.7772,MOUNT HOLLY TWP 0.5 ENE,0.0,Coastal,6,1,16.67,False,16.67
US1NJCN0001,39.9471,-75.0408,MERCHANTVILLE 0.5 ESE,0.0,Coastal,12,1,8.33,False,8.33
US1NJCN0005,39.7109,-74.9679,WINSLOW TWP 3.5 W,0.0,Coastal,12,1,8.33,False,8.33
US1NJCN0011,39.81,-74.9357,BERLIN TWP 0.6 WNW,0.0,Coastal,12,2,16.67,False,16.67
US1NJCN0015,39.8315,-75.0244,STRATFORD 0.5 WNW,0.0,Coastal,12,1,8.33,False,8.33
US1NJCN0017,39.8183,-74.9956,LINDENWOLD 0.3 WNW,0.0,Coastal,10,1,10.0,False,10.0
US1NJCN0019,39.8933,-75.0942,MOUNT EPHRAIM 0.9 N,0.0,Coastal,12,2,16.67,False,16.67
US1NJCN0020,39.765,-74.9615,BERLIN 2.2 SW,0.0,Coastal,11,1,9.09,False,9.09
US1NJES0010,40.8255,-74.2531,VERONA TWP 0.7 SW,0.0,Coastal,0,0,0.0,False,0.0
US1NJES0011,40.8648,-74.2157,CEDAR GROVE TWP 0.9 NE,0.0,Coastal,2,0,0.0,False,0.0
US1NJES0015,40.8565,-74.2004,MONTCLAIR 2.2 NNE,0.0,Coastal,12,0,0.0,False,0.0
US1NJES0018,40.7245,-74.2595,MAPLEWOOD TWP 0.9 SE,0.0,Coastal,12,2,16.67,False,16.67
US1NJES0019,40.8615,-74.2775,WEST CALDWELL TWP 1.3 NE,0.0,Coastal,10,0,0.0,False,0.0
US1NJES0020,40.785,-74.1885,BLOOMFIELD 1.7 S,0.0,Coastal,12,1,8.33,False,8.33
US1NJES0021,40.8305,-74.2539,VERONA TWP 0.6 WSW,0.0,Coastal,0,0,0.0,False,0.0
US1NJGL0001,39.7332,-75.1331,PITMAN 0.1 W,0.0,Coastal,12,2,16.67,False,16.67
US1NJGL0006,39.5936,-75.0692,FRANKLIN TWP 2.7 W,8.664886978243869,Coastal,12,2,16.67,False,16.67
US1NJGL0008,39.6465,-75.1141,ELK TWP 2.5 ESE,6.242610007499112,Coastal,0,0,0.0,False,0.0
US1NJGL0010,39.7555,-75.236,MULLICA HILL 1.3 NNW,4.800804991560766,Coastal,7,1,14.29,False,14.29
US1NJGL0011,39.6991,-75.2876,WOOLWICH TWP 3.2 SSE,10.79606777498846,Coastal,12,2,16.67,False,16.67
US1NJGL0012,39.7739,-75.0925,WASHINGTON TWP 2.1 NNW,0.0,Coastal,7,2,28.57,True,28.57
US1NJGL0015,39.6916,-75.0596,MONROE TWP 5.1 WNW,3.4275042716659763,Coastal,11,3,27.27,True,27.27
US1NJGL0017,39.7111,-75.1402,GLASSBORO 1.6 WNW,0.0,Coastal,8,1,12.5,False,12.5
US1NJGL0019,39.8286,-75.122,DEPTFORD TWP 0.9 NNW,0.0,Coastal,1,1,100.0,True,100.0
US1NJGL0022,39.8009,-75.2387,EAST GREENWICH TWP 0.7 N,0.7019935722624149,Coastal,8,3,37.5,True,37.5
US1NJGL0023,39.8111,-75.2214,EAST GREENWICH TWP 1.7 NE,0.0,Coastal,12,3,25.0,True,25.0
US1NJGL0024,39.686,-75.1855,ELK TWP 2.2 NW,4.404643052126682,Coastal,12,2,16.67,False,16.67
US1NJGL0029,39.6764,-75.0974,CLAYTON 1.4 NW,3.062629720553229,Coastal,0,0,0.0,False,0.0
US1NJGL0030,39.7242,-75.0607,WASHINGTON TWP 1.7 SSE,0.0,Coastal,11,1,9.09,False,9.09
US1NJGL0031,39.7103,-75.0654,WASHINGTON TWP 2.6 S,1.075975181597159,Coastal,4,2,50.0,True,50.0
US1NJHD0002,40.7729,-74.1409,KEARNY 1.7 NW,0.0,Coastal,10,1,10.0,False,10.0
US1NJHN0001,40.7261,-74.8433,CALIFON 0.6 NW,19.8907110610623,Coastal,9,1,11.11,False,11.11
US1NJHN0002,40.4547,-75.0318,STOCKTON 4.4 NW,15.251844148042004,Coastal,0,0,0.0,False,0.0
US1NJHN0003,40.6418,-74.8827,CLINTON 1.6 ENE,17.784351400357913,Coastal,11,0,0.0,False,0.0
US1NJHN0004,40.6055,-74.9224,FRANKLIN TWP 2.8 NNE,21.423438447193156,Coastal,12,0,0.0,False,0.0
US1NJHN0005,40.5724,-74.8147,READINGTON TWP 2.0 WSW,9.848703110439796,Coastal,10,0,0.0,False,0.0
US1NJHN0007,40.66,-75.008,BETHLEHEM TWP 0.6 S,18.14382338622865,Coastal,5,2,40.0,True,40.0
US1NJHN0008,40.6727,-74.903,HIGH BRIDGE 0.6 WNW,21.074887917787336,Coastal,0,0,0.0,False,0.0
US1NJHN0009,40.5663,-74.9443,FRANKLIN TWP 0.4 W,24.23803741873776,Coastal,3,0,0.0,False,0.0
US1NJHN0010,40.5083,-74.8152,FLEMINGTON 2.3 E,13.484155322727212,Coastal,12,0,0.0,False,0.0
US1NJHN0011,40.594,-74.749,READINGTON TWP 1.8 ENE,2.1299297692837142,Coastal,12,0,0.0,False,0.0
US1NJHN0012,40.6317,-75.1045,HOLLAND TWP 2.6 NNE,10.109089145903287,Coastal,12,2,16.67,False,16.67
US1NJHN0015,40.5091,-74.8549,FLEMINGTON 0.3 E,16.9866129045944,Coastal,12,2,16.67,False,16.67
US1NJHN0018,40.6872,-74.8575,CLINTON TWP 3.9 N,17.403493681534044,Coastal,12,1,8.33,False,8.33
US1NJHN0019,40.6064,-74.871,LEBANON 3.2 SW,15.725484173916596,Coastal,12,0,0.0,False,0.0
US1NJHN0021,40.6841,-74.8389,LEBANON 2.8 N,15.418526383101273,Coastal,12,1,8.33,False,8.33
US1NJHN0022,40.4549,-75.012,KINGWOOD TWP 2.5 S,16.483609290206807,Coastal,12,2,16.67,False,16.67
US1NJHN0025,40.6418,-74.8249,LEBANON 0.5 E,11.450859868119204,Coastal,4,1,25.0,True,25.0
US1NJHN0026,40.5726,-75.0123,ALEXANDRIA TWP 1.5 SE,23.52137586204004,Coastal,8,0,0.0,False,0.0
US1NJHN0027,40.5677,-75.0228,ALEXANDRIA TWP 1.5 SSE,23.175840971624027,Coastal,0,0,0.0,False,0.0
US1NJHN0029,40.5548,-74.7819,FLEMINGTON 5.2 NE,6.736063501637556,Coastal,12,0,0.0,False,0.0
US1NJHN0031,40.5342,-75.0559,FRENCHTOWN 0.5 N,24.844211875271263,Coastal,7,0,0.0,False,0.0
US1NJHN0032,40.6202,-74.9828,UNION TWP 1.2 SW,22.505673654957587,Coastal,0,0,0.0,False,0.0
US1NJMC0001,40.3295,-74.782,PENNINGTON 0.5 ENE,0.7051772627617868,Coastal,10,0,0.0,False,0.0
US1NJMC0002,40.2286,-74.6472,HAMILTON TWP 2.3 NE,0.0,Coastal,12,0,0.0,False,0.0
US1NJMC0003,40.3294,-74.6482,WEST WINDSOR TWP 3.0 NNW,0.0,Coastal,5,0,0.0,False,0.0
US1NJMC0005,40.31,-74.7243,LAWRENCE TWP 1.0 NNW,0.26888250930194924,Coastal,12,0,0.0,False,0.0
US1NJMC0008,40.324,-74.8523,HOPEWELL TWP 2.8 WSW,6.049851545997827,Coastal,6,0,0.0,False,0.0
US1NJMC0009,40.2707,-74.7295,LAWRENCE TWP 1.8 SSW,0.0,Coastal,9,0,0.0,False,0.0
US1NJMC0011,40.2519,-74.7751,EWING TWP 1.6 SE,0.0,Coastal,12,2,16.67,False,16.67
US1NJMC0015,40.2703,-74.7275,LAWRENCE TWP 1.8 SSW,0.0,Coastal,0,0,0.0,False,0.0
US1NJMC0016,40.2104,-74.6204,ROBBINSVILLE TWP 1.7 WSW,2.4342597709239215,Coastal,12,0,0.0,False,0.0
US1NJMC0021,40.1918,-74.6786,HAMILTON TWP 0.9 S,0.0,Coastal,1,0,0.0,False,0.0
US1NJMC0022,40.2733,-74.7175,LAWRENCE TWP 1.6 S,0.0,Coastal,9,0,0.0,False,0.0
US1NJMC0027,40.3735,-74.8347,HOPEWELL TWP 2.4 NW,9.348552558294713,Coastal,12,0,0.0,False,0.0
US1NJMC0029,40.2778,-74.7926,EWING TWP 1.2 N,0.0,Coastal,5,1,20.0,True,20.0
US1NJMC0030,40.3046,-74.758,HOPEWELL TWP 3.9 SE,0.0,Coastal,3,0,0.0,False,0.0
US1NJMC0050,40.2413,-74.7755,EWING TWP 2.1 SE,0.0,Coastal,0,0,0.0,False,0.0
US1NJMD0002,40.447,-74.508,NORTH BRUNSWICK TWP 1.5 W,0.0,Coastal,12,0,0.0,False,0.0
US1NJMD0006,40.3003,-74.5286,CRANBURY TWP 0.9 SSW,0.0,Coastal,4,0,0.0,False,0.0
US1NJMD0009,40.4099,-74.573,SOUTH BRUNSWICK TWP 3.1 NW,0.0,Coastal,12,0,0.0,False,0.0
US1NJMD0015,40.4031,-74.5199,SOUTH BRUNSWICK TWP 1.3 NNE,0.0,Coastal,0,0,0.0,False,0.0
US1NJMD0023,40.5789,-74.4014,SOUTH PLAINFIELD 0.8 ENE,0.0,Coastal,8,0,0.0,False,0.0
US1NJMD0024,40.5392,-74.4795,PISCATAWAY TWP 1.0 WSW,0.0,Coastal,0,0,0.0,False,0.0
US1NJMD0028,40.4897,-74.4409,NEW BRUNSWICK 0.3 NE,0.0,Coastal,11,0,0.0,False,0.0
US1NJMD0031,40.4513,-74.3129,OLD BRIDGE TWP 3.3 N,0.0,Coastal,0,0,0.0,False,0.0
US1NJMD0033,40.5835,-74.4284,SOUTH PLAINFIELD 0.9 NW,0.0,Coastal,12,0,0.0,False,0.0
US1NJMD0038,40.5629,-74.3669,EDISON TWP 1.9 N,0.0,Coastal,6,0,0.0,False,0.0
US1NJMD0039,40.4739,-74.4,EAST BRUNSWICK TWP 3.3 NNE,0.0,Coastal,8,0,0.0,False,0.0
US1NJMD0043,40.5554,-74.274,WOODBRIDGE TWP 1.1 ESE,0.0,Coastal,12,0,0.0,False,0.0
US1NJMD0044,40.5835,-74.4195,SOUTH PLAINFIELD 0.7 NNW,0.0,Coastal,12,0,0.0,False,0.0
US1NJMD0045,40.5759,-74.2847,WOODBRIDGE TWP 1.1 NNE,0.0,Coastal,5,0,0.0,False,0.0
US1NJMN0001,40.201,-74.009,BRADLEY BEACH 0.2 ESE,0.0,Coastal,0,0,0.0,False,0.0
US1NJMN0005,40.2421,-74.0298,OCEAN TWP 0.8 SE,0.0,Coastal,7,1,14.29,False,14.29
US1NJMN0006,40.3622,-74.0833,RED BANK 1.3 NW,0.0,Coastal,7,0,0.0,False,0.0
US1NJMN0008,40.1678,-74.0261,LAKE COMO 0.2 S,0.0,Coastal,3,0,0.0,False,0.0
US1NJMN0010,40.3034,-74.04,EATONTOWN 1.2 NE,0.0,Coastal,12,0,0.0,False,0.0
US1NJMN0012,40.3204,-74.1927,COLTS NECK TWP 2.4 NW,3.712346818381433,Coastal,0,0,0.0,False,0.0
US1NJMN0015,40.3773,-74.1595,HOLMDEL TWP 0.7 E,0.0,Coastal,4,0,0.0,False,0.0
US1NJMN0016,40.2279,-74.3142,FREEHOLD TWP 1.0 WNW,0.07686363720227138,Coastal,3,0,0.0,False,0.0
US1NJMN0017,40.1838,-74.2448,HOWELL TWP 2.5 W,0.3830304767582371,Coastal,12,0,0.0,False,0.0
US1NJMN0019,40.2274,-74.0127,ASBURY PARK 0.3 N,0.0,Coastal,12,1,8.33,False,8.33
US1NJMN0020,40.1739,-74.0656,WALL TWP 1.7 ENE,0.0,Coastal,9,1,11.11,False,11.11
US1NJMN0024,40.18,-74.052,WALL TWP 2.5 ENE,0.0,Coastal,5,2,40.0,True,40.0
US1NJMN0029,40.427,-74.1071,MIDDLETOWN TWP 2.9 NNW,0.0,Coastal,0,0,0.0,False,0.0
US1NJMN0032,40.3627,-74.0312,FAIR HAVEN 0.4 E,0.0,Coastal,8,0,0.0,False,0.0
US1NJMN0042,40.1526,-74.1974,HOWELL TWP 2.0 S,1.0115628017704459,Coastal,2,0,0.0,False,0.0
US1NJMN0044,40.3716,-73.9972,RUMSON 0.7 NNE,2.0876943436681787,Coastal,11,0,0.0,False,0.0
US1NJMN0048,40.297,-74.0015,LONG BRANCH 0.5 W,0.0,Coastal,12,1,8.33,False,8.33
US1NJMN0049,40.1761,-74.0353,BELMAR 0.6 WSW,0.0,Coastal,3,1,33.33,True,33.33
US1NJMN0051,40.3671,-73.9979,RUMSON 0.5 NE,2.604211316679338,Coastal,4,0,0.0,False,0.0
US1NJMN0052,40.235,-74.4755,MILLSTONE TWP 2.9 WNW,7.23137069325168,Coastal,11,0,0.0,False,0.0
US1NJMN0055,40.251,-74.2819,FREEHOLD 0.7 SSW,0.0,Coastal,11,1,9.09,False,9.09
US1NJMN0058,40.3004,-74.3311,MANALAPAN TWP 1.6 NNE,0.0,Coastal,7,0,0.0,False,0.0
US1NJMS0002,40.667,-74.4827,LONG HILL TWP 1.2 SSE,0.0,Coastal,12,0,0.0,False,0.0
US1NJMS0003,40.8054,-74.5045,MORRIS TWP 0.8 NW,0.0,Coastal,12,3,25.0,True,25.0
US1NJMS0004,40.9658,-74.4878,ROCKAWAY TWP 0.7 NE,5.647985383044876,Coastal,0,0,0.0,False,0.0
US1NJMS0006,40.9018,-74.5189,ROCKAWAY 0.4 NNW,0.0,Coastal,12,2,16.67,False,16.67
US1NJMS0008,40.8232,-74.5484,RANDOLPH TWP 2.2 SE,0.6501378219315388,Coastal,0,0,0.0,False,0.0
US1NJMS0009,40.8581,-74.658,ROXBURY TWP 1.7 S,0.01893247726007746,Coastal,1,0,0.0,False,0.0
US1NJMS0011,40.9096,-74.4141,BOONTON 0.6 NW,0.0,Coastal,10,0,0.0,False,0.0
US1NJMS0014,40.7556,-74.4098,MADISON 0.5 ESE,0.0,Coastal,7,1,14.29,False,14.29
US1NJMS0015,40.7836,-74.6325,MENDHAM TWP 2.0 W,9.113336482591894,Coastal,9,2,22.22,True,22.22
US1NJMS0016,40.969,-74.371,KINNELON 1.4 SE,0.21813903984260094,Coastal,0,0,0.0,False,0.0
US1NJMS0018,41.0127,-74.5103,JEFFERSON TWP 2.4 ENE,8.01840988052888,Coastal,12,1,8.33,False,8.33
US1NJMS0019,40.6713,-74.5175,LONG HILL TWP 1.8 WSW,0.9349989400546984,Coastal,12,0,0.0,False,0.0
US1NJMS0021,40.8451,-74.5969,RANDOLPH TWP 0.8 W,2.4812828109657934,Coastal,12,2,16.67,False,16.67
US1NJMS0022,40.8763,-74.7807,MOUNT OLIVE TWP 2.1 WNW,7.452198794554303,Coastal,12,2,16.67,False,16.67
US1NJMS0023,40.8821,-74.5944,MINE HILL TWP 0.4 NE,0.0,Coastal,12,3,25.0,True,25.0
US1NJMS0025,40.8315,-74.5449,RANDOLPH TWP 2.1 ESE,0.0,Coastal,10,1,10.0,False,10.0
US1NJMS0031,40.9158,-74.4758,DENVILLE TWP 2.0 NNE,0.0,Coastal,12,0,0.0,False,0.0
US1NJMS0033,40.7856,-74.6858,CHESTER 0.3 ESE,11.110678362744665,Coastal,0,0,0.0,False,0.0
US1NJMS0034,40.8558,-74.7476,MOUNT OLIVE TWP 0.8 SSW,6.892935626244499,Coastal,0,0,0.0,False,0.0
US1NJMS0035,40.9008,-74.4893,DENVILLE TWP 0.8 N,0.0,Coastal,12,2,16.67,False,16.67
US1NJMS0036,40.8656,-74.3851,PARSIPPANY-TROY HILLS TWP 2.1,0.0,Coastal,12,0,0.0,False,0.0
US1NJMS0039,40.8533,-74.447,PARSIPPANY-TROY HILLS TWP 1.3,0.0,Coastal,4,1,25.0,True,25.0
US1NJMS0040,40.7481,-74.3908,CHATHAM 0.6 NW,0.0,Coastal,11,1,9.09,False,9.09
US1NJMS0042,40.8398,-74.5432,RANDOLPH TWP 2.0 E,0.0,Coastal,11,0,0.0,False,0.0
US1NJMS0047,40.7924,-74.45,MORRISTOWN 1.4 E,0.0,Coastal,1,1,100.0,True,100.0
US1NJMS0049,40.778,-74.3992,FLORHAM PARK 0.2 WNW,0.0,Coastal,11,1,9.09,False,9.09
US1NJMS0050,40.7798,-74.5854,MENDHAM TWP 0.5 ESE,6.465630036680702,Coastal,12,2,16.67,False,16.67
US1NJMS0051,40.8759,-74.6304,ROXBURY TWP 1.2 ESE,0.0,Coastal,12,2,16.67,False,16.67
US1NJMS0054,40.8675,-74.7536,MOUNT OLIVE TWP 0.6 W,5.955662675686663,Coastal,12,2,16.67,False,16.67
US1NJMS0058,40.7924,-74.4546,MORRISTOWN 1.2 ESE,0.0,Coastal,0,0,0.0,False,0.0
US1NJMS0060,40.7817,-74.6738,CHESTER TWP 0.6 ENE,11.37810320897472,Coastal,0,0,0.0,False,0.0
US1NJMS0061,40.7853,-74.8612,WASHINGTON TWP 3.6 W,22.975748681834247,Coastal,12,2,16.67,False,16.67
US1NJOC0001,40.0936,-74.103,BRICK TWP 2.4 N,0.0,Coastal,5,0,0.0,False,0.0
US1NJOC0006,40.0797,-74.0989,BRICK TWP 1.5 NNE,0.0,Coastal,5,1,20.0,True,20.0
US1NJOC0008,39.9847,-74.0726,LAVALLETTE 1.1 N,3.6140377785604714,Coastal,5,1,20.0,True,20.0
US1NJOC0009,39.9496,-74.1363,TOMS RIVER TWP 3.1 SSE,0.0,Coastal,4,0,0.0,False,0.0
US1NJOC0012,39.7287,-74.2894,STAFFORD TWP 2.1 NW,0.0,Coastal,12,1,8.33,False,8.33
US1NJOC0013,40.0878,-74.052,POINT PLEASANT BEACH 0.5 SW,0.0,Coastal,12,0,0.0,False,0.0
US1NJOC0017,39.8626,-74.141,LACEY TWP 6.3 E,2.404143527292562,Coastal,11,0,0.0,False,0.0
US1NJOC0019,39.9409,-74.1749,PINE BEACH 0.4 NW,0.0,Coastal,1,0,0.0,False,0.0
US1NJOC0024,39.9331,-74.1455,BERKELEY TWP 2.9 ENE,0.0,Coastal,9,0,0.0,False,0.0
