event,isd_station,matched_ghcnd_station,distance_km,guessed_at_risk,max_risk_score,actual_missing_pct,actually_failed
Harvey,722314-53915,USC00166657,0.06189489667032458,True,0.2599512656643548,100.0,True
Harvey,722320-13970,USW00013970,0.02421351181220699,True,0.2712093378306235,0.0,False
Harvey,722329-12936,USC00166394,15.61096268193741,True,0.26657055873603763,0.0,False
Harvey,722390-03931,USC00165287,9.137560936901956,True,0.5651781181265713,50.0,True
Harvey,722400-03937,USW00003937,1.1759196867676827,True,0.3411863838066343,0.0,False
Harvey,722403-12968,USW00012968,0.011119492664568353,True,0.3516707130859919,0.0,False
Harvey,722405-13976,USW00013976,0.07282343205447427,True,0.3496279897865153,0.0,False
Harvey,722410-12917,USW00012917,0.014712756723341597,True,0.24019781064187873,0.0,False
Harvey,722420-12923,USW00012923,0.03858928162544051,True,0.20650953068213015,0.0,False
Harvey,722427-12975,USW00012975,0.02948014890622454,True,0.3452313151822994,0.0,False
Harvey,722429-53910,USW00053910,0.040066498584654095,True,0.30969165127869824,0.0,False
Harvey,722430-12960,USW00012960,0.048469963055745996,True,0.256243926301441,0.0,False
Harvey,722440-12918,USW00012918,0.029464204857938003,True,0.24411273967796468,0.0,False
Harvey,722444-53902,USW00053902,0.04924451030634512,True,0.30781915840717533,0.0,False
Harvey,722446-93987,USW00093987,0.03616799055071928,True,0.259920410603475,0.0,False
Harvey,722447-53903,USW00053903,0.05291758852446722,True,0.25228808577737627,0.0,False
Harvey,722487-13935,USW00013935,0.04835948000251989,True,0.5206930510323545,0.0,False
Harvey,722527-12976,USW00012976,0.044295903020867965,True,0.33557059867884864,35.71,False
Harvey,722555-12935,USW00012935,0.051323799059836146,True,0.2234457457084467,0.0,False
Harvey,722820-03949,USW00003949,0.014622098948955416,True,0.5651781181265713,0.0,False
Harvey,722821-53988,USW00053988,0.03841876597344652,True,0.48425413581373083,0.0,False
Harvey,747460-03904,USW00003904,0.014671890202378975,True,0.2322068669632509,0.0,False
Harvey,747540-93915,USW00093915,0.06603157864543746,True,0.4375390368582332,0.0,False
Harvey,997337-99999,USC00163979,14.657286738746818,True,0.2567981597947423,14.29,False
Harvey,997361-99999,US1TXGV0044,7.162628467498732,True,0.24221543911009558,0.0,False
Harvey,997368-99999,USC00417172,21.694084578160613,True,0.27558818441023974,0.0,False
Harvey,997370-99999,US1TXHRR234,1.767986911422301,True,0.22860899051433484,100.0,True
Harvey,997729-99999,US1TXGV0054,7.98130882453401,True,0.18242058066133968,0.0,False
Harvey,998182-99999,US1TXGV0043,8.982123439797473,True,0.2355357831106113,71.43,True
Harvey,998189-99999,USC00413340,9.719285344471661,True,0.22777006165485714,0.0,False
Harvey,998217-99999,USW00012968,22.178277518654426,True,0.31310951991606484,0.0,False
Harvey,998225-99999,USC00417172,5.529480748639401,True,0.25717287772079267,0.0,False
Harvey,998264-99999,US1LACC0017,1.6426064774885683,True,0.6521120780663758,100.0,True
Harvey,998438-99999,USC00166394,6.124630497580264,True,0.253283927984083,0.0,False
Harvey,998481-99999,US1TXHRR093,6.3939430584799615,True,0.25436649770528136,0.0,False
