event,isd_station,matched_ghcnd_station,distance_km,guessed_at_risk,max_risk_score,actual_missing_pct,actually_failed
Sandy,722247-54785,USW00054785,0.023786560310989503,False,0.26403174787094713,66.67,True
Sandy,724074-93780,USW00093780,0.028023236982177995,False,0.40666632791714036,0.0,False
Sandy,724077-54779,USW00054779,0.04026249647725386,False,0.31268660585537306,66.67,True
Sandy,724080-13739,USW00013739,0.03443275023107015,False,0.21058757216518592,0.0,False
Sandy,724090-14780,US1NJOC0053,3.7504229891249374,False,0.21376318447316955,100.0,True
Sandy,724094-54743,USW00054743,0.04755049533958907,False,0.280447423067647,50.0,True
Sandy,724095-14792,USW00014792,0.020285805245112615,False,0.1932141719535457,0.0,False
Sandy,724096-14706,US1NJBT0050,8.801614765304555,False,0.2404801630362487,100.0,True
Sandy,725015-04789,USW00004789,0.05468707687655112,False,0.20824227864555542,0.0,False
Sandy,725016-54790,USW00054790,0.04351822122845632,False,0.27572948239243394,0.0,False
Sandy,725020-14734,USW00014734,0.02791026109305238,False,0.19644566903056412,0.0,False
Sandy,725025-94741,USW00094741,0.013941660194238802,False,0.2269089994567178,0.0,False
Sandy,725027-54788,USW00054788,0.03728440031472208,False,0.235143671013468,0.0,False
Sandy,725030-14732,USW00014732,0.05115039827838078,False,0.18814437882738883,0.0,False
Sandy,725036-14757,USW00014757,0.03341176802948731,False,0.2084787260568232,0.0,False
Sandy,725037-94745,USW00094745,0.05500100683113867,False,0.22423436339334155,0.0,False
Sandy,725040-94702,USW00094702,0.03354466010230549,False,0.2549973837659059,0.0,False
Sandy,725045-14758,USW00014758,0.020078099650816864,False,0.1996570479706494,16.67,False
Sandy,725046-14707,USW00014707,0.01390564594687781,False,0.12739216797894656,0.0,False
Sandy,725050-04781,USW00004781,0.01394663657235716,False,0.19312954629917983,0.0,False
Sandy,725053-94728,USW00094728,0.02018002517933315,False,0.20104713164919186,0.0,False
Sandy,725080-14740,USW00014740,0.056209396498467325,False,0.22437173067117935,0.0,False
Sandy,725084-54767,USW00054767,0.06936852516722465,False,0.19912395460429583,0.0,False
Sandy,725086-54734,USW00054734,0.03348490287781777,False,0.25350792905004704,0.0,False
Sandy,725087-14752,USW00014752,0.03437498873863296,False,0.2269089994567178,8.33,False
Sandy,725113-54786,USW00054786,0.03741932348966495,False,0.2805866138520682,25.0,False
Sandy,725170-14737,USW00014737,0.037382887618185395,False,0.25588160724829134,0.0,False
Sandy,725434-54789,USW00054789,0.02010407714768371,False,0.20691795582194283,0.0,False
Sandy,740001-54793,USW00054793,0.02783112624212379,False,0.2726347652530041,25.0,False
Sandy,744104-14763,USW00014763,0.0198269982132674,False,0.20529830331548968,0.0,False
Sandy,744860-94789,USW00094789,0.023785887775895336,False,0.23013964942641282,0.0,False
Sandy,744864-54787,USW00054787,0.05580483190681414,False,0.20577300288085723,0.0,False
Sandy,744865-14719,USW00014719,0.04755277674502239,False,0.27379674702180795,8.33,False
Sandy,744910-14703,US1MAHD0056,8.007040393418874,False,0.21787377938746694,100.0,True
Sandy,744915-14775,USW00014775,0.04121291873143249,False,0.1932141719535457,0.0,False
Sandy,994750-99999,USW00014707,3.2857719921619934,False,0.1044964961720866,0.0,False
Sandy,997272-99999,USW00014734,5.24878457206241,False,0.1894244004303876,0.0,False
Sandy,997280-99999,USC00300961,7.699399957479948,False,0.18938062308660236,0.0,False
Sandy,997289-99999,USC00287865,0.5019947309272716,False,0.18201631782229044,100.0,True
Sandy,997290-99999,USW00094702,4.673943945599375,False,0.2252822347014681,0.0,False
Sandy,997743-99999,USC00305816,8.076508983895351,False,0.14656202425871592,100.0,True
