ID,Distance_to_Coast_km,Region
US1LAAC0002,291.2545908514847,Rural
US1LAAC0003,296.3741615769725,Rural
US1LAAV0001,298.37960316503006,Rural
US1LABG0002,226.8824401913998,Rural
US1LACC0003,234.32228913892698,Rural
US1LACC0005,209.60474156960098,Rural
US1LACC0006,204.27790151698355,Rural
US1LACC0009,231.77253690121924,Rural
US1LACC0014,215.62791259559452,Rural
US1LACC0016,201.1055939705717,Rural
US1LACC0017,214.41076750360958,Rural
US1LACC0018,214.1732876724448,Rural
US1LACM0003,207.66278921345742,Rural
US1LAEB0002,189.52786388229836,Rural
US1LAEB0005,184.97258233525667,Rural
US1LAEB0009,183.404208965703,Rural
US1LAEB0014,181.31065256988882,Rural
US1LAEB0019,176.25862494804758,Rural
US1LAEB0023,182.15740583422055,Rural
US1LAEB0027,182.98927008550464,Rural
US1LAEB0031,177.33648082959755,Rural
US1LAEB0033,191.39633740289028,Rural
US1LAEB0041,187.15677158433436,Rural
US1LAEB0042,181.19392818120085,Rural
US1LAEB0046,188.99842141455932,Rural
US1LAEB0047,187.10100918163323,Rural
US1LAEB0053,184.4247528756781,Rural
US1LAEB0054,176.94236223708586,Rural
US1LAEB0056,204.6527134923318,Rural
US1LAEB0059,181.082588467771,Rural
US1LAEB0060,182.77352672868912,Rural
US1LAEB0063,174.4559223960075,Rural
US1LAEF0001,187.9511640880193,Rural
US1LAJD0002,250.9145629380801,Rural
US1LALY0002,269.2969777804988,Rural
US1LALY0006,277.6113668142091,Rural
US1LALY0007,267.2190663193318,Rural
US1LAPC0002,218.64064420234337,Rural
US1LARP0007,322.13708351563497,Rural
US1LARP0009,331.28424194792774,Rural
US1LASL0001,269.7545061778334,Rural
US1LASM0002,253.08952940828087,Rural
US1LAVM0002,296.74555133868165,Rural
US1LAVM0004,280.80458055913743,Rural
US1LAWB0002,199.50198731203963,Rural
US1LAWF0004,221.09023985015418,Rural
US1LAWF0005,223.9616951687865,Rural
US1MSAD0001,250.0410766993024,Rural
US1MSAD0004,242.48080494959086,Rural
US1TXAG0001,180.75504899895785,Rural
US1TXAG0002,180.7436937382512,Rural
US1TXAG0003,181.20608968523416,Rural
US1TXAG0005,184.38416689116724,Rural
US1TXAG0006,186.17444448139267,Rural
US1TXAG0009,178.19430650128794,Rural
US1TXAG0010,183.26653594983776,Rural
US1TXAS0002,108.94557744173856,Rural
US1TXAS0003,93.67988133884748,Rural
US1TXAS0004,87.90686368512758,Rural
US1TXAS0005,76.08895550156113,Rural
US1TXAS0006,72.6445707626595,Rural
US1TXAS0007,74.36823510866357,Rural
US1TXAS0012,93.02430627804794,Rural
US1TXAS0014,75.98464775431258,Rural
US1TXAS0015,87.5037558564902,Rural
US1TXAS0017,67.09113368919796,Rural
US1TXAS0018,87.02761525451605,Rural
US1TXBRZ018,39.34689644961158,Coastal
US1TXBRZ020,81.5949875716862,Rural
US1TXBRZ021,65.74608368040938,Rural
US1TXBRZ025,23.68685184497961,Coastal
