ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region,Days_Checked,Suspect_Days,Suspect_%,Likely_Malfunctioning,Malfunction_Score
US1TXJJ0011,30.0225,-94.1555,BEAUMONT 4.6 S,14,0,0.0,1.5809178521394898,Coastal,14,3,21.43,True,10.72
US1TXJS0002,30.903,-94.1065,JASPER 6.7 W,14,4,28.57,7.138202269936208,Coastal,10,2,20.0,True,24.28
US1TXJS0003,30.6405,-93.8851,KIRBYVILLE 1.5 SE,14,0,0.0,36.12645415232063,Coastal,14,0,0.0,False,0.0
US1TXJS0006,30.4647,-93.963,BUNA 1.4 N,14,5,35.71,13.184392859828568,Coastal,9,2,22.22,True,28.96
US1TXLR0001,30.3336,-95.0889,CLEVELAND 0.9 SW,14,10,71.43,25.614597572717035,Coastal,4,0,0.0,True,35.72
US1TXLR0010,30.2722,-95.0688,CLEVELAND 5.0 S,14,9,64.29,21.39737942688494,Coastal,5,0,0.0,True,32.15
US1TXLR0013,30.2928,-95.082,CLEVELAND 3.6 S,14,0,0.0,22.056135162634007,Coastal,14,0,0.0,False,0.0
US1TXLR0014,30.0501,-94.8914,DAYTON 0.2 E,14,1,7.14,17.21201666210568,Coastal,13,1,7.69,False,7.42
US1TXLR0015,30.0403,-94.8815,DAYTON 1.1 SE,14,4,28.57,16.02035507251165,Coastal,10,0,0.0,False,14.28
US1TXMDS002,30.9023,-95.9182,MADISONVILLE 3.5 S,14,8,57.14,41.12527052622355,Coastal,6,0,0.0,True,28.57
US1TXMNG004,30.4496,-95.6901,MONTGOMERY 4.0 N,14,7,50.0,20.28780257028839,Coastal,7,0,0.0,True,25.0
US1TXMNG008,30.1667,-95.5103,THE WOODLANDS 1.4 WNW,14,9,64.29,0.0,Coastal,5,0,0.0,True,32.15
US1TXMNG014,30.413,-95.66,MONTGOMERY 2.6 NE,14,0,0.0,15.214018525153417,Coastal,14,0,0.0,False,0.0
US1TXMNG018,30.3867,-95.6135,MONTGOMERY 4.9 E,14,13,92.86,9.261631070174378,Coastal,1,0,0.0,True,46.43
US1TXMNG020,30.3774,-95.6335,MONTGOMERY 3.8 ESE,14,0,0.0,11.29187669182417,Coastal,14,0,0.0,False,0.0
US1TXMNG021,30.3976,-95.6954,MONTGOMERY 0.4 N,14,0,0.0,18.475607250408576,Coastal,14,0,0.0,False,0.0
US1TXMNG023,30.2185,-95.5084,THE WOODLANDS 4.4 NNW,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
US1TXMNG026,30.1985,-95.4959,THE WOODLANDS 2.8 N,14,0,0.0,0.0,Coastal,14,1,7.14,False,3.57
US1TXMNG030,30.1417,-95.4658,THE WOODLANDS 1.8 SE,14,2,14.29,0.0,Coastal,12,0,0.0,False,7.14
US1TXMNG031,30.3227,-95.4596,CONROE 0.7 E,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
US1TXMNG033,30.3212,-95.4898,CONROE 1.1 W,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
US1TXMNG035,30.153,-95.6572,PINEHURST 3.8 SE,14,0,0.0,1.0069290981916834,Coastal,14,0,0.0,False,0.0
US1TXMNG036,30.2135,-95.5621,THE WOODLANDS 5.8 NW,14,8,57.14,1.2571767167196788,Coastal,6,2,33.33,True,45.24
US1TXMNG051,30.1703,-95.7552,MAGNOLIA 2.8 S,14,0,0.0,11.954618361337634,Coastal,14,1,7.14,False,3.57
US1TXMNG054,30.2731,-95.5437,MONTGOMERY 12.2 SE,14,11,78.57,4.459395093477995,Coastal,3,0,0.0,True,39.28
US1TXMNG058,30.1474,-95.4528,THE WOODLANDS 2.3 ESE,14,8,57.14,0.0,Coastal,6,0,0.0,True,28.57
US1TXMNG061,30.2947,-95.4842,CONROE 2.1 SSW,14,0,0.0,0.0,Coastal,14,1,7.14,False,3.57
US1TXMNG063,30.1911,-95.1316,ROMAN FOREST 1.9 ENE,14,6,42.86,9.96725077196679,Coastal,8,0,0.0,True,21.43
US1TXMNG064,30.0991,-95.4083,PINEHURST 0.4 SSE,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
US1TXMTG004,28.8681,-96.1662,PALACIOS 11.5 NNE,14,8,57.14,41.39110094531505,Coastal,6,1,16.67,True,36.9
US1TXNW0002,31.151,-93.5993,BURKEVILLE 11.2 NNE,14,2,14.29,38.34690225654763,Coastal,12,2,16.67,False,15.48
US1TXOR0001,30.0428,-93.8675,BRIDGE CITY 1.3 NW,14,3,21.43,5.551675870022921,Coastal,11,2,18.18,False,19.8
US1TXOR0006,30.2327,-93.9818,VIDOR 7.2 N,14,0,0.0,13.487308278821606,Coastal,14,2,14.29,False,7.14
US1TXPL0003,30.8009,-95.1039,ONALASKA 0.6 SSE,14,5,35.71,18.670129809602628,Coastal,9,1,11.11,True,23.41
US1TXPL0016,30.7097,-94.9271,LIVINGSTON 0.5 E,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
US1TXPL0018,30.6984,-95.0765,LIVINGSTON 8.4 W,14,0,0.0,12.512669515191304,Coastal,14,1,7.14,False,3.57
US1TXPL0022,30.7131,-94.9478,LIVINGSTON 0.7 WNW,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
US1TXPL0024,30.6733,-94.9483,LIVINGSTON 2.6 SSW,14,14,100.0,4.007087274762468,Coastal,0,0,0.0,True,50.0
US1TXPL0025,30.6904,-94.7108,LIVINGSTON 13.4 E,14,14,100.0,20.900248614551966,Coastal,0,0,0.0,True,50.0
US1TXPL0027,30.8064,-95.1165,ONALASKA 0.6 WSW,14,0,0.0,20.242700197344732,Coastal,14,3,21.43,True,10.72
US1TXPL0028,30.7286,-95.1025,LIVINGSTON 10.0 W,14,7,50.0,15.313469143666767,Coastal,7,0,0.0,True,25.0
US1TXPL0032,30.8977,-94.9428,MOSCOW 7.0 W,14,8,57.14,18.256732800265375,Coastal,6,0,0.0,True,28.57
US1TXPL0035,30.8603,-95.0783,LIVINGSTON 13.4 NW,14,0,0.0,21.480457874713178,Coastal,14,3,21.43,True,10.72
US1TXSA0001,31.1342,-94.1062,BROADDUS 15.3 SE,14,0,0.0,23.38523779021931,Coastal,14,2,14.29,False,7.14
US1TXSA0002,31.225,-94.13,BROADDUS 9.9 SE,14,13,92.86,35.490229247270904,Coastal,1,0,0.0,True,46.43
US1TXSB0001,31.3206,-93.7072,HEMPHILL 8.6 E,14,6,42.86,55.06473349826907,Rural,8,1,12.5,True,27.68
US1TXSJ0010,30.8304,-95.2116,POINT BLANK 5.8 N,14,2,14.29,31.10870871844662,Coastal,12,1,8.33,False,11.31
US1TXSJ0011,30.7407,-95.2072,POINT BLANK 0.7 ESE,14,0,0.0,27.072093544435717,Coastal,14,1,7.14,False,3.57
US1TXSJ0012,30.6945,-95.2913,OAKHURST 3.6 SSE,14,6,42.86,24.064949840002217,Coastal,8,1,12.5,True,27.68
US1TXTR0003,30.6704,-94.4295,WOODVILLE 7.2 S,14,0,0.0,51.95165694358838,Rural,14,1,7.14,False,3.57
US1TXTR0008,30.8035,-94.5643,WOODVILLE 8.7 WNW,14,14,100.0,36.729247106344886,Coastal,0,0,0.0,True,50.0
US1TXTR0009,30.8855,-94.3959,COLMESNEIL 2.3 SE,14,9,64.29,38.73341413859836,Coastal,5,1,20.0,True,42.14
US1TXTR0012,30.6021,-94.1673,SPURGER 6.2 S,14,0,0.0,31.106337469328754,Coastal,14,2,14.29,False,7.14
US1TXTR0013,30.8571,-94.2367,COLMESNEIL 11.6 ESE,14,0,0.0,22.768098264744324,Coastal,14,3,21.43,True,10.72
US1TXTT0003,31.0046,-95.4235,TRINITY 5.1 NW,14,0,0.0,32.23570867021599,Coastal,14,1,7.14,False,3.57
US1TXTT0006,30.9441,-95.3237,TRINITY 2.9 E,14,0,0.0,30.866367558140407,Coastal,14,1,7.14,False,3.57
US1TXWA0003,30.2299,-96.1356,HEMPSTEAD 10.0 NNW,14,1,7.14,44.770379168182515,Coastal,13,1,7.69,False,7.42
US1TXWA0006,30.1572,-96.2626,BRENHAM 8.0 E,14,0,0.0,53.68008798253849,Rural,14,0,0.0,False,0.0
US1TXWA0009,30.1564,-96.263,CHAPPELL HILL 1.0 NW,14,0,0.0,53.787333773967156,Rural,14,0,0.0,False,0.0
US1TXWA0010,30.169,-96.2534,CHAPPELL HILL 1.8 N,14,4,28.57,52.065201252390644,Rural,10,0,0.0,False,14.28
US1TXWA0012,30.2821,-96.171,WASHINGTON 3.1 SSW,14,0,0.0,37.5221729144737,Coastal,14,0,0.0,False,0.0
US1TXWA0014,30.2214,-96.2225,WASHINGTON 8.6 SSW,14,0,0.0,45.113436573769924,Coastal,14,0,0.0,False,0.0
US1TXWA0017,30.3014,-96.4213,BRENHAM 9.9 N,14,0,0.0,38.28088399859546,Coastal,14,0,0.0,False,0.0
US1TXWA0018,30.1794,-96.404,BRENHAM 1.4 NNW,14,8,57.14,52.98446974930637,Rural,6,0,0.0,True,28.57
US1TXWA0024,30.1589,-96.3849,BRENHAM 0.7 E,14,0,0.0,55.21376384170095,Rural,14,0,0.0,False,0.0
US1TXWA0028,30.1497,-96.3783,BRENHAM 1.3 ESE,14,14,100.0,56.280959185565514,Rural,0,0,0.0,True,50.0
US1TXWH0001,29.3161,-96.0934,WHARTON 0.3 E,14,0,0.0,41.78177107847266,Coastal,14,1,7.14,False,3.57
US1TXWH0002,29.1267,-96.2602,EL CAMPO 4.9 SSE,14,0,0.0,54.3065885122595,Rural,14,0,0.0,False,0.0
US1TXWH0004,29.2061,-96.289,EL CAMPO 1.0 NW,14,0,0.0,59.15259629972789,Rural,14,0,0.0,False,0.0
US1TXWH0005,29.1845,-96.3156,EL CAMPO 2.5 WSW,14,10,71.43,61.390510463688706,Rural,4,0,0.0,True,35.72
US1TXWH0009,29.3541,-96.0697,WHARTON 3.1 NE,14,7,50.0,36.426941584581336,Coastal,7,0,0.0,True,25.0
US1TXWH0010,29.1981,-96.2677,EL CAMPO 0.5 ENE,14,14,100.0,56.60470046763753,Rural,0,0,0.0,True,50.0
US1TXWH0011,29.2278,-96.302,EL CAMPO 2.7 NW,14,0,0.0,61.28104026180036,Rural,14,0,0.0,False,0.0
US1TXWH0015,29.3534,-96.1477,WHARTON 3.9 NW,14,14,100.0,42.94677353388211,Coastal,0,0,0.0,True,50.0
US1TXWH0016,29.3099,-96.0774,WHARTON 1.4 ESE,14,14,100.0,41.2278293590978,Coastal,0,0,0.0,True,50.0
US1TXWH0018,29.4178,-96.0577,EAST BERNARD 7.6 S,14,0,0.0,29.98863244812067,Coastal,14,1,7.14,False,3.57
US1TXWK0003,30.6256,-95.7148,HUNTSVILLE 11.5 WSW,14,1,7.14,16.439462914388002,Coastal,13,0,0.0,False,3.57
US1TXWK0005,30.702,-95.596,HUNTSVILLE 2.8 WSW,14,0,0.0,1.083014142526467,Coastal,14,0,0.0,False,0.0
US1TXWK0011,30.5403,-95.4385,NEW WAVERLY 2.6 E,14,10,71.43,19.240902259765644,Coastal,4,0,0.0,True,35.72
US1TXWK0012,30.7587,-95.576,HUNTSVILLE 3.6 NNW,14,0,0.0,3.02091226194275,Coastal,14,0,0.0,False,0.0
US1TXWK0013,30.7751,-95.5835,HUNTSVILLE 4.8 NNW,14,0,0.0,4.268770648430789,Coastal,14,0,0.0,False,0.0
US1TXWK0014,30.8515,-95.4825,HUNTSVILLE 10.4 NNE,14,10,71.43,11.393109587896893,Coastal,4,0,0.0,True,35.72
US1TXWK0015,30.7228,-95.4016,DODGE 1.6 S,14,8,57.14,11.254962746360127,Coastal,6,0,0.0,True,28.57
US1TXWK0018,30.6954,-95.5404,HUNTSVILLE 1.3 SSE,14,0,0.0,0.572022238709693,Coastal,14,0,0.0,False,0.0
US1TXWK0020,30.6822,-95.5175,HUNTSVILLE 2.8 SE,14,9,64.29,2.853183888312172,Coastal,5,0,0.0,True,32.15
US1TXWK0021,30.856,-95.4309,RIVERSIDE 2.0 WNW,14,0,0.0,14.606700310946321,Coastal,14,0,0.0,False,0.0
US1TXWK0025,30.679,-95.555,HUNTSVILLE 2.3 S,14,5,35.71,2.8177211423123065,Coastal,9,0,0.0,True,17.86
US1TXWK0026,30.6831,-95.4353,HUNTSVILLE 7.1 ESE,14,0,0.0,9.689453216551076,Coastal,14,0,0.0,False,0.0
US1TXWL0009,29.8729,-96.003,BROOKSHIRE 6.9 NNW,14,1,7.14,26.039677983675556,Coastal,13,2,15.38,False,11.26
USC00160007,29.9689,-92.1169,ABBEVILLE,14,0,0.0,26.640300375552282,Coastal,14,2,14.29,False,7.14
USC00160098,31.3206,-92.4611,ALEXANDRIA,14,0,0.0,0.0,Coastal,14,4,28.57,True,14.28
USC00160103,31.2483,-92.4486,ALEXANDRIA 5 SSE,14,0,0.0,1.5850838935171465,Coastal,14,5,35.71,True,17.86
USC00160462,30.5669,-91.1633,BAKER,14,3,21.43,0.0,Coastal,11,3,27.27,True,24.35
USC00160548,30.4192,-91.1303,BATON ROUGE CONCORD,14,1,7.14,0.0,Coastal,13,3,23.08,True,15.11
USC00160558,30.4494,-91.0478,BATON ROUGE SHERWOOD,14,0,0.0,0.0,Coastal,14,2,14.29,False,7.14
USC00160565,30.1328,-91.3228,BAYOU SORREL LOCK,14,0,0.0,20.395088917959463,Coastal,14,4,28.57,True,14.28
USC00160617,30.7903,-92.4969,BEAVER FIRE TWR,14,8,57.14,53.60737371146349,Rural,6,1,16.67,True,36.9
USC00160658,29.9747,-93.0897,BELL CITY 13 SW,14,0,0.0,28.594005737917936,Coastal,14,6,42.86,True,21.43
USC00161232,31.395,-92.7167,BOYCE 3 WNW,14,0,0.0,24.638152161991158,Coastal,14,5,35.71,True,17.86
USC00161287,30.9594,-92.1786,BUNKIE,14,0,0.0,48.730109768324105,Coastal,14,3,21.43,True,10.72
USC00161535,30.32,-92.0444,CARENCRO,14,0,0.0,3.314049010833585,Coastal,14,2,14.29,False,7.14
USC00161565,30.1981,-91.1256,CARVILLE 2 SW,14,0,0.0,5.8366553150112335,Coastal,14,3,21.43,True,10.72
USC00162212,30.2411,-92.3475,CROWLEY 2 NE,14,0,0.0,27.80003480962503,Coastal,14,1,7.14,False,3.57
USC00162534,30.0719,-91.0278,DONALDSONVILLE 4 SW,14,0,0.0,7.909844964335464,Coastal,14,4,28.57,True,14.28
USC00162641,30.7414,-93.1389,DRY CREEK 8NW,14,14,100.0,19.782327459516477,Coastal,0,0,0.0,True,50.0
USC00163313,29.8233,-91.5442,FRANKLIN 3 NW,14,0,0.0,28.449556700468737,Coastal,14,5,35.71,True,17.86
USC00163800,30.4183,-92.0442,GRAND COTEAU,14,0,0.0,13.05174508088985,Coastal,14,2,14.29,False,7.14
USC00163979,29.8894,-93.4022,HACKBERRY 8 SSW,14,2,14.29,33.00718196438607,Coastal,12,5,41.67,True,27.98
USC00164288,31.3747,-93.3911,HODGES GARDENS,14,2,14.29,40.283817542228306,Coastal,12,1,8.33,False,11.31
USC00164674,29.9594,-91.7111,JEANERETTE 5 NW,14,0,0.0,10.792452920737222,Coastal,14,3,21.43,True,10.72
USC00164700,30.2003,-92.6642,JENNINGS,14,0,0.0,52.83190635345319,Rural,14,3,21.43,True,10.72
USC00164739,31.4825,-91.8628,JONESVILLE LOCKS,14,0,0.0,47.68052213094299,Coastal,14,3,21.43,True,10.72
USC00164775,29.9942,-92.2825,KAPLAN,14,0,0.0,31.60113807489264,Coastal,14,0,0.0,False,0.0
USC00165065,30.0206,-92.7681,LAKE ARTHUR 7 SW,14,0,0.0,49.76593560324859,Coastal,14,3,21.43,True,10.72
USC00165072,30.3014,-93.2689,LAKE CHARLES 7 NW,14,8,57.14,0.2505816223889771,Coastal,6,1,16.67,True,36.9
USC00165074,30.2544,-93.2186,LAKE CHARLES 2 N,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USC00165076,30.2142,-93.2494,LAKE CHARLES PORT,14,1,7.14,0.0,Coastal,13,2,15.38,False,11.26
USC00165266,31.1417,-93.2397,LEESVILLE,14,0,0.0,6.31667386083696,Coastal,14,2,14.29,False,7.14
USC00165287,31.0517,-93.2789,LEESVILLE 6 SSW,14,7,50.0,4.614038787838811,Coastal,7,4,57.14,True,53.57
USC00165296,29.7869,-92.2083,LELAND BOWMAN LOCK,14,0,0.0,48.72622413319665,Coastal,14,2,14.29,False,7.14
USC00165620,30.3644,-91.1672,LSU BEN-HUR FARM,14,0,0.0,3.483917437751815,Coastal,14,3,21.43,True,10.72
USC00165920,31.1286,-92.0644,MARKSVILLE,14,8,57.14,44.07699319562543,Coastal,6,1,16.67,True,36.9
USC00166394,29.6833,-91.1761,MORGAN CITY,14,0,0.0,0.0,Coastal,14,4,28.57,True,14.28
USC00166431,30.2944,-93.2083,MOSS BLUFF,14,1,7.14,1.8752487588503794,Coastal,13,2,15.38,False,11.26
USC00166434,30.3397,-93.215,MOSS BLUFF 2 NNW,14,0,0.0,6.704478827138712,Coastal,14,4,28.57,True,14.28
USC00166561,29.9342,-91.0164,NAPOLEONVILLE,14,0,0.0,19.958586758003115,Coastal,14,4,28.57,True,14.28
USC00166657,30.0292,-91.8844,NEW IBERIA AP - ACADIANA RGNL,14,14,100.0,5.513326208079926,Coastal,0,0,0.0,True,50.0
USC00166686,30.7267,-91.3672,NEW ROADS 5 NE,14,0,0.0,26.248140035049893,Coastal,14,5,35.71,True,17.86
USC00166808,30.9678,-91.1003,NORWOOD,14,0,0.0,50.35747416484747,Rural,14,5,35.71,True,17.86
USC00166938,30.6036,-92.7739,OBERLIN FIRE TWR,14,0,0.0,59.352022309497386,Rural,14,2,14.29,False,7.14
USC00166968,30.2869,-93.1444,OLD TOWN BAY,14,0,0.0,1.3254697042471855,Coastal,14,3,21.43,True,10.72
USC00166995,30.5081,-92.0925,OPELOUSAS,14,0,0.0,1.604703087326056,Coastal,14,1,7.14,False,3.57
USC00167366,30.3214,-91.2517,PLAQUEMINE 2 N,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USC00167448,30.4508,-91.2183,PORT ALLEN,14,3,21.43,0.0,Coastal,11,4,36.36,True,28.9
USC00167729,31.2544,-91.96,RED RVR LOCK #1,14,10,71.43,50.08249587927043,Rural,4,0,0.0,True,35.72
USC00167732,31.1872,-92.2906,RED RIVER LOCK # 2,14,9,64.29,18.786769444858287,Coastal,5,2,40.0,True,52.14
USC00167932,29.7286,-92.8181,ROCKEFELLER WL REFUGE,14,0,0.0,71.35189412386052,Rural,14,3,21.43,True,10.72
USC00168136,30.7775,-91.3769,ST FRANCISVILLE,14,0,0.0,32.23687587983275,Coastal,14,3,21.43,True,10.72
USC00168181,30.0858,-91.8694,ST MARTINVILLE 3 SW,14,0,0.0,8.783739622637931,Coastal,14,3,21.43,True,10.72
USC00168831,30.2383,-93.3447,SULPHUR,14,0,0.0,0.0,Coastal,14,2,14.29,False,7.14
USC00169074,31.2022,-93.5725,TOLEDO BEND LAKE,14,0,0.0,38.61489908706903,Coastal,14,2,14.29,False,7.14
USC00169369,30.695,-92.2664,VILLE PLATTE,14,6,42.86,25.498358576354185,Coastal,8,1,12.5,True,27.68
USC00169376,30.1992,-93.6778,VINTON 5W,14,4,28.57,6.234961844011383,Coastal,10,3,30.0,True,29.28
USC00223441,31.17,-91.0258,GLOSTER,14,0,0.0,59.70972907567777,Rural,14,4,28.57,True,14.28
USC00410235,29.7878,-94.6342,ANAHUAC,14,11,78.57,26.930514752179388,Coastal,3,1,33.33,True,55.95
USC00410257,29.1572,-95.4592,ANGLETON 2 W,14,14,100.0,6.8740864315521355,Coastal,0,0,0.0,True,50.0
USC00410569,28.9797,-95.975,BAY CITY WTR WKS,14,0,0.0,24.319109666049783,Coastal,14,3,21.43,True,10.72
USC00410586,29.9142,-94.9908,BAYTOWN,14,0,0.0,4.583377872600602,Coastal,14,2,14.29,False,7.14
USC00410611,30.0969,-94.0997,BEAUMONT CITY,14,6,42.86,0.0,Coastal,8,1,12.5,True,27.68
USC00410613,30.0686,-94.2928,BEAUMONT RSCH CTR,14,3,21.43,3.457204448861011,Coastal,11,2,18.18,False,19.8
USC00410655,30.0317,-96.2167,BELLVILLE 6NNE,14,0,0.0,56.701525406780604,Rural,14,0,0.0,False,0.0
USC00411048,30.1592,-96.3972,BRENHAM,14,0,0.0,55.39898852758878,Rural,14,0,0.0,False,0.0
USC00411596,31.2581,-95.9744,CENTERVILLE,14,0,0.0,33.61330057155486,Coastal,14,1,7.14,False,3.57
USC00411810,30.3636,-95.0839,CLEVELAND,14,5,35.71,29.154683798511655,Coastal,9,0,0.0,True,17.86
USC00411956,30.3303,-95.4831,CONROE,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
USC00412114,31.3072,-95.4508,CROCKETT,14,0,0.0,59.27536307151724,Rural,14,2,14.29,False,7.14
USC00412206,30.0211,-95.7069,CYPRESS,14,0,0.0,5.519915214363201,Coastal,14,0,0.0,False,0.0
USC00412266,29.0661,-96.2583,DANEVANG 1 W,14,0,0.0,50.87736823896413,Rural,14,0,0.0,False,0.0
USC00412676,29.6211,-96.3661,EAGLE LAKE RESCH CTR,14,7,50.0,58.704629395698994,Rural,7,0,0.0,True,25.0
USC00412786,29.2,-96.2653,EL CAMPO,14,0,0.0,56.40409217275993,Rural,14,0,0.0,False,0.0
USC00413340,28.9844,-95.3808,FREEPORT 2 NW,14,0,0.0,0.0,Coastal,14,5,35.71,True,17.86
USC00414076,31.35,-93.8333,HEMPHILL,14,14,100.0,52.207613277016534,Rural,0,0,0.0,True,50.0
USC00414325,29.7003,-95.4292,HOUSTON-WESTBURY,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
USC00414327,29.8733,-95.5275,HOUSTON N HOUSTON,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
USC00414333,29.4717,-95.0833,HOUSTON NWSO,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USC00414382,30.7064,-95.5422,HUNTSVILLE,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
USC00414563,30.9153,-94.0097,JASPER,14,7,50.0,0.0,Coastal,7,2,28.57,True,39.28
USC00414704,29.8025,-95.8197,KATY CITY,14,0,0.0,3.737123226834927,Coastal,14,0,0.0,False,0.0
USC00414878,30.375,-94.2994,KOUNTZE,14,0,0.0,23.763298463865354,Coastal,14,3,21.43,True,10.72
USC00415196,30.0592,-94.795,LIBERTY,14,0,0.0,21.17576348255531,Coastal,14,2,14.29,False,7.14
USC00415271,30.7394,-94.9256,LIVINGSTON 2 NNE,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
USC00415427,31.3417,-94.7325,LUFKIN #2,14,0,0.0,0.0,Coastal,14,1,7.14,False,3.57
USC00415435,30.2503,-94.1783,LUMBERTON,14,0,0.0,8.894784941893825,Coastal,14,1,7.14,False,3.57
USC00415477,30.9392,-95.9203,MADISONVILLE,14,1,7.14,44.07686214645741,Coastal,13,2,15.38,False,11.26
USC00415659,28.6836,-95.9733,MATAGORDA #2,14,13,92.86,52.60646335418141,Rural,1,0,0.0,True,46.43
USC00416024,30.3908,-95.6969,MONTGOMERY,14,0,0.0,18.497525889126,Coastal,14,0,0.0,False,0.0
USC00416280,30.1375,-95.1783,NEW CANEY 2 E,14,2,14.29,3.076118500089018,Coastal,12,0,0.0,False,7.14
USC00416664,30.0858,-93.7417,ORANGE,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USC00416680,30.2267,-93.7389,ORANGE 9 N,14,2,14.29,9.172381451048892,Coastal,12,2,16.67,False,15.48
USC00417040,31.2447,-93.9658,PINELAND,14,0,0.0,35.716154364180525,Coastal,14,3,21.43,True,10.72
USC00417172,29.9044,-93.9708,PORT ARTHUR CITY,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USC00417594,29.5839,-95.7553,RICHMOND,14,0,0.0,0.0,Coastal,14,0,0.0,False,0.0
USC00417936,31.0619,-94.1011,SAM RAYBURN DAM,14,0,0.0,14.241036382349494,Coastal,14,1,7.14,False,3.57
USC00418311,30.3703,-94.2019,SILSBEE 4 N,14,14,100.0,12.969773841961823,Coastal,0,0,0.0,True,50.0
USC00418728,29.6197,-95.6575,SUGAR LAND,14,14,100.0,0.0,Coastal,0,0,0.0,True,50.0
USC00418996,29.4822,-95.6314,THOMPSONS 3 WSW,14,0,0.0,10.538585167752778,Coastal,14,3,21.43,True,10.72
USC00419101,30.7931,-94.1819,TOWN BLUFF DAM,14,0,0.0,22.95334642226583,Coastal,14,1,7.14,False,3.57
USC00419491,30.3236,-96.1594,WASHINGTON SP,14,4,28.57,32.412707925568455,Coastal,10,0,0.0,False,14.28
USC00419605,29.1378,-95.6253,W COLUMBIA 1 ESE,14,7,50.0,13.552122680850127,Coastal,7,2,28.57,True,39.28
USC00419655,29.3178,-96.0847,WHARTON,14,0,0.0,40.978951597062164,Coastal,14,0,0.0,False,0.0
USC00419898,30.7678,-94.4117,WOODVILLE,14,11,78.57,45.363275949291584,Coastal,3,1,33.33,True,55.95
USW00003904,30.5911,-96.3631,COLLEGE STN EASTERWOOD FLD,14,0,0.0,1.978468508672472,Coastal,14,3,21.43,True,10.72
USW00003937,30.1253,-93.2158,LAKE CHARLES,14,0,0.0,5.86873759219423,Coastal,14,3,21.43,True,10.72
USW00003949,31.3569,-93.1761,PEASON RIDGE RANGE,14,0,0.0,34.921312745118954,Coastal,14,4,28.57,True,14.28
USW00012917,29.9519,-94.0261,PORT ARTHUR SE TX RGNL AP,14,0,0.0,2.0442776257944937,Coastal,14,4,28.57,True,14.28
USW00012918,29.6458,-95.2822,HOUSTON WILLIAM P HOBBY AP,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USW00012923,29.2703,-94.8642,GALVESTON SCHOLES FLD,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USW00012935,28.7247,-96.2536,PALACIOS MUNI AP,14,0,0.0,26.191580184690608,Coastal,14,4,28.57,True,14.28
USW00012953,29.2661,-96.0075,WHARTON RGNL AP,14,11,78.57,34.19835564618808,Coastal,3,2,66.67,True,72.62
USW00012960,29.9844,-95.3608,HOUSTON INTERCONTINENTAL AP,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USW00012968,29.5589,-91.525,SALT PT,14,0,0.0,26.565377598443572,Coastal,14,3,21.43,True,10.72
USW00012975,29.5192,-95.2422,HOUSTON CLOVER FLD,14,0,0.0,1.8572850443177737,Coastal,14,4,28.57,True,14.28
USW00012976,29.1153,-95.4633,ANGLETON LK JACKSON BRAZORIA C,14,5,35.71,1.5147548416833831,Coastal,9,3,33.33,True,34.52
USW00012977,29.6197,-95.6575,HOUSTON SUGARLAND MEM,14,0,0.0,0.0,Coastal,14,2,14.29,False,7.14
USW00012981,28.9731,-95.8633,BAY CITY MUNI AP,14,0,0.0,14.664514041755197,Coastal,14,4,28.57,True,14.28
USW00013935,31.3964,-92.2828,ALEXANDRIA ESLER FLD,14,0,0.0,12.31934416832791,Coastal,14,5,35.71,True,17.86
USW00013970,30.5378,-91.1469,BATON ROUGE METRO AP,14,0,0.0,0.0,Coastal,14,4,28.57,True,14.28
USW00013976,30.1986,-91.9894,LAFAYETTE RGNL AP,14,0,0.0,0.0,Coastal,14,4,28.57,True,14.28
USW00053902,30.3611,-95.4175,CONROE MONTGOMERY CO AP,14,0,0.0,0.0,Coastal,14,3,21.43,True,10.72
USW00053903,30.7444,-95.5867,HUNTSVILLE MUNI AP,14,0,0.0,1.3783204798906665,Coastal,14,2,14.29,False,7.14
USW00053910,30.0681,-95.5564,HOUSTON HOOKS MEM AP,14,0,0.0,2.5454026829856344,Coastal,14,2,14.29,False,7.14
USW00053915,30.0292,-91.8844,NEW IBERIA AP - ACADIANA RGNL,14,0,0.0,5.513326208079926,Coastal,14,3,21.43,True,10.72
