Date,ID,Value,Neighbor_Estimate,Residual,Robust_Z,Suspect
2012-10-25,US1CTFR0002,15,12.19,2.81,2.03,False
2012-10-25,US1CTFR0009,10,11.29,-1.29,0.08,False
2012-10-25,US1CTFR0020,15,8.22,6.78,3.91,True
2012-10-25,US1CTHR0005,0,1.23,-1.23,0.11,False
2012-10-25,US1CTHR0006,0,3.2,-3.2,-0.83,False
2012-10-25,US1CTHR0008,0,2.65,-2.65,-0.57,False
2012-10-25,US1CTMD0002,0,3.04,-3.04,-0.75,False
2012-10-25,US1CTMD0005,3,3.03,-0.03,0.68,False
2012-10-25,US1CTNH0009,0,6.47,-6.47,-2.38,False
2012-10-25,US1CTNH0013,0,6.28,-6.28,-2.29,False
2012-10-25,US1CTNH0014,5,6.27,-1.27,0.09,False
2012-10-25,US1CTNH0015,0,8.18,-8.18,-3.19,False
2012-10-25,US1CTNL0005,0,1.85,-1.85,-0.19,False
2012-10-25,US1MABE0003,5,5.52,-0.52,0.44,False
2012-10-25,US1MABE0005,3,5.36,-2.36,-0.43,False
2012-10-25,US1MAHD0009,0,0.67,-0.67,0.37,False
2012-10-25,US1MAHS0002,0,0.97,-0.97,0.23,False
2012-10-25,US1MAWR0118,0,0.15,-0.15,0.62,False
2012-10-25,US1NJAT0001,0,0.16,-0.16,0.61,False
2012-10-25,US1NJAT0002,0,0.17,-0.17,0.61,False
2012-10-25,US1NJAT0005,0,0.17,-0.17,0.61,False
2012-10-25,US1NJBG0002,10,6.45,3.55,2.38,False
2012-10-25,US1NJBG0003,10,6.51,3.49,2.35,False
2012-10-25,US1NJBG0010,13,6.74,6.26,3.66,True
2012-10-25,US1NJBG0015,3,5.58,-2.58,-0.53,False
2012-10-25,US1NJBG0017,10,6.8,3.2,2.21,False
2012-10-25,US1NJBG0018,0,6.09,-6.09,-2.2,False
2012-10-25,US1NJBG0023,10,8.2,1.8,1.54,False
2012-10-25,US1NJBG0029,8,8.18,-0.18,0.6,False
2012-10-25,US1NJBG0030,13,7.85,5.15,3.14,False
2012-10-25,US1NJBG0033,5,6.12,-1.12,0.16,False
2012-10-25,US1NJBT0003,0,1.21,-1.21,0.11,False
2012-10-25,US1NJBT0004,0,0.65,-0.65,0.38,False
2012-10-25,US1NJBT0005,0,0.3,-0.3,0.55,False
2012-10-25,US1NJBT0006,0,0.87,-0.87,0.28,False
2012-10-25,US1NJBT0007,0,1.44,-1.44,0.01,False
2012-10-25,US1NJBT0023,0,0.98,-0.98,0.23,False
2012-10-25,US1NJBT0025,0,0.43,-0.43,0.49,False
2012-10-25,US1NJBT0028,0,0.38,-0.38,0.51,False
2012-10-25,US1NJBT0029,0,0.47,-0.47,0.47,False
2012-10-25,US1NJBT0032,0,0.42,-0.42,0.49,False
2012-10-25,US1NJBT0035,0,0.8,-0.8,0.31,False
2012-10-25,US1NJBT0036,0,0.39,-0.39,0.5,False
2012-10-25,US1NJBT0037,0,0.83,-0.83,0.3,False
2012-10-25,US1NJBT0040,0,0.74,-0.74,0.34,False
2012-10-25,US1NJBT0045,0,0.98,-0.98,0.22,False
2012-10-25,US1NJCN0001,0,0.71,-0.71,0.35,False
2012-10-25,US1NJCN0005,0,0.17,-0.17,0.61,False
2012-10-25,US1NJCN0011,0,0.26,-0.26,0.57,False
2012-10-25,US1NJCN0015,0,0.27,-0.27,0.56,False
