coverage_before,coverage_after,redundancy_before,redundancy_after,mean_nearest_distance_before_km,mean_nearest_distance_after_km,coverage_delta,redundancy_delta,mean_nearest_distance_delta_km
0.31684491978609625,0.2852280462899932,3.1561181434599157,3.5059665871121717,5.590178397787279,5.3559106611898155,-0.03161687349610304,0.349848443652256,-0.23426773659746392
